%
% ARFF data file, generated by KNIME
%
% Date: Sun Feb 05 11:28:54 BRT 2017
% User: otluiz
%

@RELATION DataTable
@ATTRIBUTE BR	INTEGER
@ATTRIBUTE CondPista	INTEGER
@ATTRIBUTE RestrVisibili	INTEGER
@ATTRIBUTE TipoAcident	INTEGER
@ATTRIBUTE CausaAcident	INTEGER
@ATTRIBUTE TracadoVia	INTEGER
@ATTRIBUTE TipoAuto	INTEGER
@ATTRIBUTE Gravidade	INTEGER
@ATTRIBUTE DiaDaSemana	INTEGER
@ATTRIBUTE Hour	INTEGER
@ATTRIBUTE KMArredondado	INTEGER
@ATTRIBUTE Delegacia	INTEGER
@ATTRIBUTE tx_RestVisibi	REAL
@ATTRIBUTE tx_CondPista	REAL
@ATTRIBUTE tx_TipoAcident	REAL
@ATTRIBUTE tx_DiaSemana	REAL
@ATTRIBUTE tx_CausaAcident	REAL
@ATTRIBUTE tx_TracadoVia	REAL
@ATTRIBUTE tx_BR	REAL
@ATTRIBUTE tx_Km	REAL

@DATA
101,1,10,1,6,4,8,1,2,19,67,1101,0.923,0.802,0.218,0.137,0.255,0.812,0.434,0.019
101,16,10,6,30,4,5,1,1,14,68,1101,0.923,0.025,0.032,0.155,0.045,0.812,0.434,0.025
101,2,10,4,3,4,1,1,6,13,68,1101,0.923,0.135,0.301,0.14,0.375,0.812,0.434,0.025
101,1,10,4,3,4,21,1,4,18,68,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.025
101,1,10,4,21,4,1,1,1,9,68,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.025
101,1,10,20,3,4,5,1,7,10,83,1101,0.923,0.802,0.104,0.132,0.375,0.812,0.434,0.017
101,1,10,16,3,4,1,0,4,21,102,1101,0.923,0.802,0.043,0.141,0.375,0.812,0.434,0.006
101,1,10,1,3,8,89,1,2,17,157,1101,0.923,0.802,0.218,0.137,0.375,0.037,0.434,0.001
104,1,10,1,3,8,8,1,3,18,67,1102,0.923,0.802,0.218,0.136,0.375,0.037,0.066,0.019
104,2,30,12,6,4,1,1,6,19,93,1102,0.031,0.135,0.036,0.14,0.255,0.812,0.066,0.006
232,1,10,18,6,4,233,1,2,16,9,1101,0.923,0.802,0.034,0.137,0.255,0.812,0.271,0.011
232,1,30,16,6,4,5,1,6,2,206,1103,0.031,0.802,0.043,0.14,0.255,0.812,0.271,0.0
316,1,10,14,9,4,21,1,6,4,76,1105,0.923,0.802,0.026,0.14,0.024,0.812,0.028,0.008
101,16,90,14,3,12,5,1,4,22,21,1101,0.0,0.025,0.026,0.141,0.375,0.152,0.434,0.005
101,1,10,1,18,4,8,1,4,16,24,1101,0.923,0.802,0.218,0.141,0.039,0.812,0.434,0.004
101,1,10,24,6,12,1,1,3,10,55,1101,0.923,0.802,0.056,0.136,0.255,0.152,0.434,0.005
101,1,10,1,3,4,21,1,3,14,67,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.019
101,1,10,1,6,4,21,1,6,13,67,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.434,0.019
101,1,10,4,3,4,55,1,1,8,67,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.019
101,2,10,20,6,4,21,1,2,16,67,1101,0.923,0.135,0.104,0.137,0.255,0.812,0.434,0.019
101,1,10,1,3,12,5,1,6,10,68,1101,0.923,0.802,0.218,0.14,0.375,0.152,0.434,0.025
101,1,10,4,3,4,21,1,4,19,68,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.025
101,1,10,4,3,4,55,1,3,19,68,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.025
101,1,10,4,6,4,13,1,1,18,68,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.434,0.025
101,1,10,6,6,4,5,1,1,7,68,1101,0.923,0.802,0.032,0.155,0.255,0.812,0.434,0.025
101,1,10,10,3,4,1,1,2,23,68,1101,0.923,0.802,0.034,0.137,0.375,0.812,0.434,0.025
101,1,10,18,6,4,233,1,6,13,82,1101,0.923,0.802,0.034,0.14,0.255,0.812,0.434,0.012
101,1,10,18,6,4,233,1,3,17,82,1101,0.923,0.802,0.034,0.136,0.255,0.812,0.434,0.012
101,1,10,4,3,4,1,1,3,20,83,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.017
101,1,10,4,21,4,55,1,4,10,83,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.017
101,1,10,20,3,12,1,1,6,17,83,1101,0.923,0.802,0.104,0.14,0.375,0.152,0.434,0.017
101,1,10,1,3,12,8,1,1,20,83,1101,0.923,0.802,0.218,0.155,0.375,0.152,0.434,0.017
101,1,10,4,3,8,55,1,1,14,83,1101,0.923,0.802,0.301,0.155,0.375,0.037,0.434,0.017
101,16,10,20,27,4,1,1,7,15,90,1101,0.923,0.025,0.104,0.132,0.028,0.812,0.434,0.007
101,1,10,8,6,4,89,1,4,18,90,1101,0.923,0.802,0.012,0.141,0.255,0.812,0.434,0.007
104,1,10,1,6,4,5,1,7,20,62,1102,0.923,0.802,0.218,0.132,0.255,0.812,0.066,0.008
232,1,10,16,3,4,5,1,4,11,49,1101,0.923,0.802,0.043,0.141,0.375,0.812,0.271,0.007
232,1,10,1,27,4,55,1,3,15,11,1101,0.923,0.802,0.218,0.136,0.028,0.812,0.271,0.004
232,1,10,1,3,4,21,1,6,15,11,1101,0.923,0.802,0.218,0.14,0.375,0.812,0.271,0.004
232,1,10,4,6,4,5,1,6,16,11,1101,0.923,0.802,0.301,0.14,0.255,0.812,0.271,0.004
232,1,10,20,6,12,1,0,1,1,18,1101,0.923,0.802,0.104,0.155,0.255,0.152,0.271,0.002
232,1,10,4,3,4,5,1,7,16,27,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.271,0.004
232,1,10,12,3,4,5,1,6,23,102,1102,0.923,0.802,0.036,0.14,0.048,0.812,0.271,0.006
232,1,30,1,3,4,89,1,1,3,157,1102,0.031,0.802,0.218,0.155,0.375,0.812,0.271,0.001
316,1,10,20,6,4,21,1,1,21,62,1105,0.923,0.802,0.104,0.155,0.255,0.812,0.028,0.008
101,1,10,4,3,4,5,1,6,11,7,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.007
101,1,10,16,3,4,1,1,6,15,21,1101,0.923,0.802,0.043,0.14,0.375,0.812,0.434,0.005
101,1,10,2,6,4,5,1,5,18,21,1101,0.923,0.802,0.091,0.158,0.255,0.812,0.434,0.005
101,1,30,4,9,4,21,1,5,4,24,1101,0.031,0.802,0.301,0.158,0.024,0.812,0.434,0.004
101,1,10,2,6,4,1,1,7,19,30,1101,0.923,0.802,0.091,0.132,0.255,0.812,0.434,0.004
101,1,10,4,3,4,55,1,2,10,30,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.004
101,1,10,1,9,4,1,1,5,9,67,1101,0.923,0.802,0.218,0.158,0.024,0.812,0.434,0.019
101,1,10,1,3,12,5,1,7,18,68,1101,0.923,0.802,0.218,0.132,0.375,0.152,0.434,0.025
101,1,10,4,3,12,21,1,2,8,68,1101,0.923,0.802,0.301,0.137,0.375,0.152,0.434,0.025
101,1,10,4,21,4,1,1,3,9,68,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.025
101,1,10,4,6,4,1,1,4,12,68,1101,0.923,0.802,0.301,0.141,0.255,0.812,0.434,0.025
101,1,10,4,6,4,55,1,3,7,68,1101,0.923,0.802,0.301,0.136,0.255,0.812,0.434,0.025
101,1,10,4,3,4,1,1,2,8,70,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.016
101,1,30,8,6,4,34,1,3,7,73,1101,0.031,0.802,0.012,0.136,0.255,0.812,0.434,0.008
101,1,10,1,3,4,5,1,3,18,83,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.017
101,1,10,4,3,4,55,1,4,15,83,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.017
101,1,10,6,18,4,5,1,4,15,83,1101,0.923,0.802,0.032,0.141,0.039,0.812,0.434,0.017
101,16,10,4,3,4,8,1,1,6,102,1101,0.923,0.025,0.301,0.155,0.375,0.812,0.434,0.006
101,1,10,1,3,4,1,1,5,9,102,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.006
101,1,10,4,6,4,21,1,4,6,125,1101,0.923,0.802,0.301,0.141,0.255,0.812,0.434,0.005
101,1,10,14,6,4,5,1,7,20,163,1101,0.923,0.802,0.026,0.132,0.255,0.812,0.434,0.001
104,1,30,4,6,4,55,1,6,15,55,1102,0.031,0.802,0.301,0.14,0.255,0.812,0.066,0.005
232,1,60,18,6,4,233,1,7,17,9,1101,0.011,0.802,0.034,0.132,0.255,0.812,0.271,0.011
232,1,10,1,3,4,13,1,5,14,9,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.271,0.011
232,1,10,4,6,4,13,1,3,15,66,1101,0.923,0.802,0.301,0.136,0.255,0.812,0.271,0.016
232,1,10,10,6,12,21,1,7,17,76,1101,0.923,0.802,0.034,0.132,0.255,0.152,0.271,0.008
232,1,10,4,6,12,13,1,4,8,127,1102,0.923,0.802,0.301,0.141,0.255,0.152,0.271,0.008
408,1,10,4,6,4,55,1,2,15,68,1101,0.923,0.802,0.301,0.137,0.255,0.812,0.04,0.025
408,1,10,1,3,4,13,1,4,12,87,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.04,0.007
428,1,10,20,6,4,21,1,5,11,93,1106,0.923,0.802,0.104,0.158,0.255,0.812,0.05,0.006
101,1,10,16,3,4,1,1,7,19,21,1101,0.923,0.802,0.043,0.132,0.375,0.812,0.434,0.005
101,1,10,2,3,4,5,1,4,11,41,1101,0.923,0.802,0.091,0.141,0.375,0.812,0.434,0.005
101,1,50,4,18,12,21,1,2,16,42,1101,0.026,0.802,0.301,0.137,0.039,0.152,0.434,0.006
101,1,10,14,3,4,5,1,7,21,64,1101,0.923,0.802,0.026,0.132,0.375,0.812,0.434,0.013
101,1,10,1,3,4,1,1,1,20,67,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.019
101,1,10,1,6,4,21,1,6,15,67,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.434,0.019
101,1,10,4,6,4,1,1,5,17,67,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.019
101,1,10,10,6,4,89,1,5,5,68,1101,0.923,0.802,0.034,0.158,0.255,0.812,0.434,0.025
101,1,10,4,21,4,377,1,4,8,68,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.025
101,1,10,4,6,4,13,1,2,12,68,1101,0.923,0.802,0.301,0.137,0.255,0.812,0.434,0.025
101,1,10,1,6,4,21,1,3,10,83,1101,0.923,0.802,0.218,0.136,0.255,0.812,0.434,0.017
101,1,10,2,6,4,1,1,4,18,83,1101,0.923,0.802,0.091,0.141,0.255,0.812,0.434,0.017
101,4,10,6,27,4,5,1,5,15,83,1101,0.923,0.018,0.032,0.158,0.028,0.812,0.434,0.017
101,4,10,16,3,4,1,1,7,3,97,1101,0.923,0.018,0.043,0.132,0.375,0.812,0.434,0.007
101,1,10,2,33,4,5,1,5,20,102,1101,0.923,0.802,0.091,0.158,0.038,0.812,0.434,0.006
101,1,10,4,6,4,8,1,5,15,102,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.006
101,1,10,4,21,4,1,1,6,7,128,1101,0.923,0.802,0.301,0.14,0.089,0.812,0.434,0.006
104,1,10,26,6,12,8,1,3,17,31,1102,0.923,0.802,0.002,0.136,0.255,0.152,0.066,0.003
104,1,10,1,3,4,1,1,2,7,62,1102,0.923,0.802,0.218,0.137,0.375,0.812,0.066,0.008
104,1,10,4,3,8,1,1,6,20,62,1102,0.923,0.802,0.301,0.14,0.375,0.037,0.066,0.008
104,1,10,14,30,4,610,1,6,16,62,1102,0.923,0.802,0.026,0.14,0.045,0.812,0.066,0.008
104,1,10,1,6,4,5,1,6,15,67,1102,0.923,0.802,0.218,0.14,0.255,0.812,0.066,0.019
104,1,10,4,3,4,1,1,7,15,67,1102,0.923,0.802,0.301,0.132,0.375,0.812,0.066,0.019
232,1,60,12,3,4,1,1,5,0,5,1101,0.011,0.802,0.036,0.158,0.048,0.812,0.271,0.007
232,1,10,10,6,12,1,1,7,9,76,1101,0.923,0.802,0.034,0.132,0.255,0.152,0.271,0.008
232,1,30,20,6,4,21,1,3,10,120,1102,0.031,0.802,0.104,0.136,0.255,0.812,0.271,0.002
232,1,30,10,6,4,5,1,1,13,127,1102,0.031,0.802,0.034,0.155,0.255,0.812,0.271,0.008
232,1,50,24,15,4,21,1,2,4,147,1102,0.026,0.802,0.056,0.137,0.037,0.812,0.271,0.002
232,1,10,2,3,4,5,1,4,20,412,1104,0.923,0.802,0.091,0.141,0.375,0.812,0.271,0.003
232,1,10,24,6,4,5,0,5,16,441,1104,0.923,0.802,0.056,0.158,0.255,0.812,0.271,0.0
424,1,10,24,24,4,1,1,2,4,23,1103,0.923,0.802,0.056,0.137,0.022,0.812,0.02,0.003
428,1,10,6,30,4,34,1,5,19,12,1105,0.923,0.802,0.032,0.158,0.045,0.812,0.05,0.003
428,1,10,24,6,4,1,1,6,12,110,1106,0.923,0.802,0.056,0.14,0.255,0.812,0.05,0.002
101,1,10,2,3,4,13,1,7,19,21,1101,0.923,0.802,0.091,0.132,0.375,0.812,0.434,0.005
101,2,10,8,6,4,34,1,7,23,42,1101,0.923,0.135,0.012,0.132,0.255,0.812,0.434,0.006
101,1,10,2,3,4,1,1,6,23,58,1101,0.923,0.802,0.091,0.14,0.375,0.812,0.434,0.007
101,2,10,4,3,4,1,1,3,12,67,1101,0.923,0.135,0.301,0.136,0.375,0.812,0.434,0.019
101,1,10,4,3,8,1,1,5,8,68,1101,0.923,0.802,0.301,0.158,0.375,0.037,0.434,0.025
101,1,10,4,21,12,1,1,1,14,68,1101,0.923,0.802,0.301,0.155,0.089,0.152,0.434,0.025
101,1,10,4,6,8,89,1,2,16,68,1101,0.923,0.802,0.301,0.137,0.255,0.037,0.434,0.025
101,1,10,4,6,4,1,1,1,9,68,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.434,0.025
101,1,10,4,6,4,89,1,1,10,68,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.434,0.025
101,1,10,12,3,4,55,1,4,18,73,1101,0.923,0.802,0.036,0.141,0.048,0.812,0.434,0.008
101,1,10,24,6,4,55,0,3,21,77,1101,0.923,0.802,0.056,0.136,0.255,0.812,0.434,0.009
101,1,10,4,21,4,144,1,1,7,83,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.017
101,1,10,10,3,4,1,1,4,21,87,1101,0.923,0.802,0.034,0.141,0.048,0.812,0.434,0.007
101,1,10,4,3,4,55,1,4,15,111,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.001
101,1,10,2,3,4,1,1,6,12,116,1101,0.923,0.802,0.091,0.14,0.375,0.812,0.434,0.002
101,1,10,2,3,4,8,1,6,11,116,1101,0.923,0.802,0.091,0.14,0.375,0.812,0.434,0.002
101,2,10,4,6,4,55,1,3,6,125,1101,0.923,0.135,0.301,0.136,0.255,0.812,0.434,0.005
101,4,10,4,6,4,13,1,2,9,136,1101,0.923,0.018,0.301,0.137,0.255,0.812,0.434,0.002
101,1,10,1,6,12,8,1,5,20,137,1101,0.923,0.802,0.218,0.158,0.255,0.152,0.434,0.002
104,1,10,1,3,4,5,1,1,19,62,1102,0.923,0.802,0.218,0.155,0.375,0.812,0.066,0.008
104,2,10,18,6,4,233,1,4,13,68,1102,0.923,0.135,0.034,0.141,0.255,0.812,0.066,0.025
232,1,10,1,6,4,89,1,6,6,9,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.271,0.011
232,1,10,4,3,4,5,1,6,7,9,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.271,0.011
232,1,10,18,3,4,233,1,4,18,9,1101,0.923,0.802,0.034,0.141,0.375,0.812,0.271,0.011
232,1,10,24,21,4,1,1,4,13,11,1101,0.923,0.802,0.056,0.141,0.089,0.812,0.271,0.004
232,2,10,10,24,4,1,1,7,5,27,1101,0.923,0.135,0.034,0.132,0.022,0.812,0.271,0.004
232,1,10,20,18,4,21,1,2,23,39,1101,0.923,0.802,0.104,0.137,0.039,0.812,0.271,0.003
232,1,10,1,18,4,5,0,7,9,44,1101,0.923,0.802,0.218,0.132,0.039,0.812,0.271,0.006
232,1,10,4,24,12,233,1,6,14,60,1101,0.923,0.802,0.301,0.14,0.022,0.152,0.271,0.009
232,1,10,24,3,4,1,0,6,9,62,1101,0.923,0.802,0.056,0.14,0.375,0.812,0.271,0.008
232,1,10,24,24,4,21,1,7,5,292,1103,0.923,0.802,0.056,0.132,0.022,0.812,0.271,0.0
232,1,10,12,3,4,5,1,4,8,482,1105,0.923,0.802,0.036,0.141,0.048,0.812,0.271,0.0
423,1,10,4,3,4,1,1,6,15,93,1103,0.923,0.802,0.301,0.14,0.375,0.812,0.038,0.006
423,1,10,4,21,4,13,1,1,9,98,1103,0.923,0.802,0.301,0.155,0.089,0.812,0.038,0.006
424,1,50,24,3,12,1,1,2,6,47,1103,0.026,0.802,0.056,0.137,0.375,0.152,0.02,0.008
428,1,10,12,3,4,55,1,3,19,120,1105,0.923,0.802,0.036,0.136,0.048,0.812,0.05,0.002
101,1,10,16,3,4,21,1,3,0,85,1101,0.923,0.802,0.043,0.136,0.375,0.812,0.434,0.007
101,1,10,24,9,4,1,1,3,18,21,1101,0.923,0.802,0.056,0.136,0.024,0.812,0.434,0.005
101,1,10,2,3,4,55,1,7,10,21,1101,0.923,0.802,0.091,0.132,0.375,0.812,0.434,0.005
101,1,10,4,21,4,21,1,4,9,21,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.005
101,1,10,4,3,4,1,1,3,9,21,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.005
101,1,10,16,3,12,1,1,6,7,24,1101,0.923,0.802,0.043,0.14,0.375,0.152,0.434,0.004
101,1,10,10,18,12,21,1,4,6,24,1101,0.923,0.802,0.034,0.141,0.039,0.152,0.434,0.004
101,1,10,1,9,4,21,1,3,7,42,1101,0.923,0.802,0.218,0.136,0.024,0.812,0.434,0.006
101,1,10,4,6,12,144,1,6,15,59,1101,0.923,0.802,0.301,0.14,0.255,0.152,0.434,0.009
101,1,10,1,3,4,21,1,5,14,67,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.019
101,1,10,6,6,4,5,1,2,12,67,1101,0.923,0.802,0.032,0.137,0.255,0.812,0.434,0.019
101,1,30,4,15,12,13,1,5,15,68,1101,0.031,0.802,0.301,0.158,0.037,0.152,0.434,0.025
101,1,10,4,3,4,1,1,5,18,68,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.025
101,1,10,4,21,4,55,1,5,15,68,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.025
101,1,10,4,21,12,377,1,4,18,68,1101,0.923,0.802,0.301,0.141,0.089,0.152,0.434,0.025
101,1,10,4,21,4,1,1,5,20,68,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.025
101,1,10,10,24,4,1,1,7,5,68,1101,0.923,0.802,0.034,0.132,0.022,0.812,0.434,0.025
101,1,10,1,6,4,21,1,6,8,69,1101,0.923,0.802,0.218,0.14,0.255,0.812,0.434,0.019
101,32,10,10,6,4,1,1,1,9,70,1101,0.923,0.009,0.034,0.155,0.255,0.812,0.434,0.016
101,2,10,4,3,4,55,1,1,10,71,1101,0.923,0.135,0.301,0.155,0.375,0.812,0.434,0.015
101,1,10,4,3,4,1,1,6,8,76,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.008
101,1,10,1,6,4,21,1,2,20,82,1101,0.923,0.802,0.218,0.137,0.255,0.812,0.434,0.012
101,1,10,4,3,8,377,1,5,9,82,1101,0.923,0.802,0.301,0.158,0.375,0.037,0.434,0.012
101,1,10,4,3,4,5,1,2,13,83,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.017
101,1,10,4,3,4,89,1,5,17,83,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.017
101,1,10,20,6,4,55,1,7,21,102,1101,0.923,0.802,0.104,0.132,0.255,0.812,0.434,0.006
101,1,10,1,3,4,5,1,4,8,102,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.006
104,4,10,4,9,4,55,1,5,9,52,1102,0.923,0.018,0.301,0.158,0.024,0.812,0.066,0.007
232,1,10,2,6,12,1,1,4,13,43,1101,0.923,0.802,0.091,0.141,0.255,0.152,0.271,0.008
232,1,10,18,3,4,233,1,7,16,77,1101,0.923,0.802,0.034,0.132,0.375,0.812,0.271,0.009
232,1,10,1,3,4,1,1,6,22,101,1102,0.923,0.802,0.218,0.14,0.375,0.812,0.271,0.005
408,1,10,2,3,4,21,1,5,7,87,1101,0.923,0.802,0.091,0.158,0.375,0.812,0.04,0.007
423,1,10,24,3,12,1,1,6,10,78,1103,0.923,0.802,0.056,0.14,0.375,0.152,0.038,0.014
423,1,10,16,3,12,1,0,6,4,95,1103,0.923,0.802,0.043,0.14,0.375,0.152,0.038,0.008
101,1,10,4,3,4,1,0,4,17,1,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.002
101,1,10,1,3,4,5,1,3,14,9,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.011
101,1,10,2,6,12,1,1,5,12,42,1101,0.923,0.802,0.091,0.158,0.255,0.152,0.434,0.006
101,1,10,2,3,4,5,1,3,7,52,1101,0.923,0.802,0.091,0.136,0.375,0.812,0.434,0.007
101,1,10,4,6,4,1,1,5,21,55,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.005
101,1,10,4,3,4,55,1,6,17,67,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.019
101,1,10,6,3,4,5,1,3,22,67,1101,0.923,0.802,0.032,0.136,0.375,0.812,0.434,0.019
101,2,10,4,3,4,1,1,6,21,68,1101,0.923,0.135,0.301,0.14,0.375,0.812,0.434,0.025
101,1,10,4,3,12,1,1,1,9,68,1101,0.923,0.802,0.301,0.155,0.375,0.152,0.434,0.025
101,1,10,4,3,4,55,1,1,18,68,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.025
101,1,10,4,6,4,8,1,2,8,68,1101,0.923,0.802,0.301,0.137,0.255,0.812,0.434,0.025
101,1,10,4,6,4,377,1,5,18,68,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.025
101,2,10,6,6,4,5,1,1,17,70,1101,0.923,0.135,0.032,0.155,0.255,0.812,0.434,0.016
101,1,10,4,21,4,1,1,6,11,73,1101,0.923,0.802,0.301,0.14,0.089,0.812,0.434,0.008
101,2,10,28,27,4,144,1,1,8,83,1101,0.923,0.135,0.004,0.155,0.028,0.812,0.434,0.017
101,32,10,20,6,8,1,1,1,21,83,1101,0.923,0.009,0.104,0.155,0.255,0.037,0.434,0.017
101,2,10,4,3,4,5,1,1,9,85,1101,0.923,0.135,0.301,0.155,0.048,0.812,0.434,0.007
101,16,50,1,3,4,55,1,2,15,146,1101,0.026,0.025,0.218,0.137,0.375,0.812,0.434,0.002
104,1,10,2,3,4,5,1,6,15,62,1102,0.923,0.802,0.091,0.14,0.375,0.812,0.066,0.008
104,1,10,1,3,12,5,1,3,7,68,1102,0.923,0.802,0.218,0.136,0.375,0.152,0.066,0.025
104,2,30,2,6,4,21,1,3,11,146,1102,0.031,0.135,0.091,0.136,0.255,0.812,0.066,0.002
232,2,10,4,3,4,55,1,5,20,9,1101,0.923,0.135,0.301,0.158,0.375,0.812,0.271,0.011
232,1,10,2,3,4,89,1,4,19,9,1101,0.923,0.802,0.091,0.141,0.375,0.812,0.271,0.011
232,1,10,4,3,4,55,1,7,15,9,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.271,0.011
232,1,10,1,3,4,89,1,1,19,9,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.271,0.011
232,1,10,24,18,12,1,1,6,14,16,1101,0.923,0.802,0.056,0.14,0.039,0.152,0.271,0.003
232,1,10,8,3,4,34,1,1,14,102,1102,0.923,0.802,0.012,0.155,0.375,0.812,0.271,0.006
232,8,30,14,6,4,5,1,7,17,138,1102,0.031,0.004,0.026,0.132,0.255,0.812,0.271,0.001
232,2,10,24,18,4,21,1,5,13,214,1103,0.923,0.135,0.056,0.158,0.039,0.812,0.271,0.0
408,1,10,4,3,4,377,1,7,16,65,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.04,0.013
423,1,10,1,3,4,987,0,5,7,144,1103,0.923,0.802,0.218,0.158,0.375,0.812,0.038,0.001
424,1,10,10,30,4,5,1,7,4,26,1103,0.923,0.802,0.034,0.132,0.045,0.812,0.02,0.006
428,2,10,14,6,4,21,0,4,6,77,1106,0.923,0.135,0.026,0.141,0.255,0.812,0.05,0.009
101,1,10,4,24,4,13,1,7,4,36,1101,0.923,0.802,0.301,0.132,0.022,0.812,0.434,0.003
101,2,10,4,21,4,1,1,7,17,68,1101,0.923,0.135,0.301,0.132,0.089,0.812,0.434,0.025
101,1,10,4,3,4,1,1,5,9,68,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.025
101,1,10,4,3,4,8,1,4,12,68,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.025
101,1,10,4,21,4,1,1,2,19,68,1101,0.923,0.802,0.301,0.137,0.089,0.812,0.434,0.025
101,2,10,1,6,4,144,1,1,10,69,1101,0.923,0.135,0.218,0.155,0.255,0.812,0.434,0.019
101,1,10,1,3,4,1597,1,3,10,82,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.012
101,2,10,24,18,8,144,1,5,5,83,1101,0.923,0.135,0.056,0.158,0.039,0.037,0.434,0.017
101,1,10,1,3,4,21,1,2,20,83,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.017
101,1,10,4,3,12,5,1,4,17,83,1101,0.923,0.802,0.301,0.141,0.375,0.152,0.434,0.017
101,1,10,4,21,4,55,1,5,14,83,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.017
101,1,10,20,6,12,1,1,6,5,83,1101,0.923,0.802,0.104,0.14,0.255,0.152,0.434,0.017
101,1,10,16,6,4,5,1,7,15,102,1101,0.923,0.802,0.043,0.132,0.255,0.812,0.434,0.006
101,1,10,1,3,4,13,1,2,10,103,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.004
101,1,10,4,3,4,144,1,6,15,125,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.005
104,1,10,6,18,4,5,1,2,9,52,1102,0.923,0.802,0.032,0.137,0.039,0.812,0.066,0.007
104,1,10,4,21,4,1,1,7,3,62,1102,0.923,0.802,0.301,0.132,0.089,0.812,0.066,0.008
116,1,10,20,3,4,1,1,2,14,62,1105,0.923,0.802,0.104,0.137,0.375,0.812,0.012,0.008
116,1,10,20,24,4,1,0,2,13,77,1105,0.923,0.802,0.104,0.137,0.022,0.812,0.012,0.009
232,1,10,4,3,4,1,1,3,17,9,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.271,0.011
232,1,10,4,6,4,13,1,1,7,9,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.271,0.011
232,1,10,4,3,4,1,1,1,16,9,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.271,0.011
232,1,10,4,21,4,55,1,1,17,10,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.271,0.006
232,1,30,10,6,12,5,1,2,4,16,1101,0.031,0.802,0.034,0.137,0.255,0.152,0.271,0.003
232,2,30,20,6,12,13,1,7,8,16,1101,0.031,0.135,0.104,0.132,0.255,0.152,0.271,0.003
