%
% ARFF data file, generated by KNIME
%
% Date: Sun Feb 05 11:28:54 BRT 2017
% User: otluiz
%

@RELATION DataTable
@ATTRIBUTE BR	INTEGER
@ATTRIBUTE CondPista	INTEGER
@ATTRIBUTE RestrVisibili	INTEGER
@ATTRIBUTE TipoAcident	INTEGER
@ATTRIBUTE CausaAcident	INTEGER
@ATTRIBUTE TracadoVia	INTEGER
@ATTRIBUTE TipoAuto	INTEGER
@ATTRIBUTE Gravidade	INTEGER
@ATTRIBUTE DiaDaSemana	INTEGER
@ATTRIBUTE Hour	INTEGER
@ATTRIBUTE KMArredondado	INTEGER
@ATTRIBUTE Delegacia	INTEGER
@ATTRIBUTE tx_RestVisibi	REAL
@ATTRIBUTE tx_CondPista	REAL
@ATTRIBUTE tx_TipoAcident	REAL
@ATTRIBUTE tx_DiaSemana	REAL
@ATTRIBUTE tx_CausaAcident	REAL
@ATTRIBUTE tx_TracadoVia	REAL
@ATTRIBUTE tx_BR	REAL
@ATTRIBUTE tx_Km	REAL

@DATA
101,1,10,1,3,4,8,1,2,12,50,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,4,15,50,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,6,13,50,1101,0.923,0.802,0.218,0.14,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,4,9,50,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.023
101,1,10,1,3,4,55,1,5,18,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,1,10,1,3,4,610,1,2,13,50,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,3,10,50,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.023
101,1,10,2,30,4,8,1,6,13,50,1101,0.923,0.802,0.091,0.14,0.045,0.812,0.434,0.023
101,1,10,1,3,4,55,0,5,11,50,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.023
101,1,10,1,3,4,8,1,4,11,51,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.012
101,1,10,1,3,4,8,1,4,11,51,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.012
101,2,10,4,3,4,1,1,7,13,51,1101,0.923,0.135,0.301,0.132,0.375,0.812,0.434,0.012
101,1,10,1,3,4,13,1,5,16,51,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.012
101,1,10,1,3,4,1,1,3,16,51,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.012
101,1,10,1,3,4,8,1,5,8,51,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.012
101,1,10,1,3,4,55,1,4,10,51,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.012
101,1,10,1,3,4,21,1,2,14,51,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.012
101,1,10,1,3,4,610,1,4,6,51,1101,0.923,0.802,0.218,0.141,0.375,0.812,0.434,0.012
101,1,10,1,6,4,21,1,4,22,51,1101,0.923,0.802,0.218,0.141,0.255,0.812,0.434,0.012
101,1,10,1,6,4,8,1,5,11,51,1101,0.923,0.802,0.218,0.158,0.255,0.812,0.434,0.012
101,1,10,2,3,8,89,1,4,17,51,1101,0.923,0.802,0.091,0.141,0.375,0.037,0.434,0.012
101,1,10,2,3,4,5,1,5,8,51,1101,0.923,0.802,0.091,0.158,0.375,0.812,0.434,0.012
101,1,10,2,3,4,89,1,3,19,51,1101,0.923,0.802,0.091,0.136,0.375,0.812,0.434,0.012
101,1,10,2,6,4,21,1,5,13,51,1101,0.923,0.802,0.091,0.158,0.255,0.812,0.434,0.012
101,1,10,4,3,4,1,1,1,7,51,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.012
101,1,10,4,3,4,5,0,1,8,54,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.005
101,1,10,4,6,4,21,0,5,7,54,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.005
101,1,10,1,3,12,89,1,1,17,55,1101,0.923,0.802,0.218,0.155,0.375,0.152,0.434,0.005
101,1,10,20,6,4,55,1,4,17,55,1101,0.923,0.802,0.104,0.141,0.255,0.812,0.434,0.005
101,1,10,24,6,4,55,0,3,23,56,1101,0.923,0.802,0.056,0.136,0.255,0.812,0.434,0.004
101,1,10,1,3,4,8,1,1,17,57,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.007
101,1,10,4,21,4,21,1,1,14,58,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.007
101,16,10,4,21,4,5,1,5,17,58,1101,0.923,0.025,0.301,0.158,0.089,0.812,0.434,0.007
101,1,10,4,3,12,21,1,1,16,58,1101,0.923,0.802,0.301,0.155,0.375,0.152,0.434,0.007
101,1,10,4,3,12,1,1,4,9,58,1101,0.923,0.802,0.301,0.141,0.375,0.152,0.434,0.007
101,1,10,4,30,12,8,1,6,15,58,1101,0.923,0.802,0.301,0.14,0.045,0.152,0.434,0.007
101,1,10,4,21,4,1,1,4,20,58,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.007
101,1,10,4,21,4,4181,1,1,19,58,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.007
101,1,10,4,6,4,5,1,5,17,58,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.007
101,1,10,20,15,12,1,1,5,8,58,1101,0.923,0.802,0.104,0.158,0.037,0.152,0.434,0.007
101,1,10,1,6,4,55,0,1,16,59,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.434,0.009
101,1,10,1,9,4,5,1,2,9,60,1101,0.923,0.802,0.218,0.137,0.024,0.812,0.434,0.009
101,1,10,4,3,4,55,1,5,10,60,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.009
101,1,10,20,6,4,55,1,6,7,60,1101,0.923,0.802,0.104,0.14,0.255,0.812,0.434,0.009
101,1,10,1,27,4,89,1,6,9,63,1101,0.923,0.802,0.218,0.14,0.028,0.812,0.434,0.009
101,1,10,1,3,4,8,1,5,10,63,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.009
101,1,10,4,21,4,1,1,5,7,63,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.009
101,1,10,4,21,4,89,1,1,13,64,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.013
101,1,10,20,24,4,13,1,1,1,64,1101,0.923,0.802,0.104,0.155,0.022,0.812,0.434,0.013
101,1,10,4,3,4,5,0,1,13,65,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.013
101,16,10,4,3,4,1,1,6,20,65,1101,0.923,0.025,0.301,0.14,0.375,0.812,0.434,0.013
101,1,10,8,3,4,233,1,2,12,65,1101,0.923,0.802,0.012,0.137,0.375,0.812,0.434,0.013
101,1,10,1,21,4,8,1,3,14,65,1101,0.923,0.802,0.218,0.136,0.089,0.812,0.434,0.013
101,1,10,4,3,4,377,1,1,0,65,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.013
101,1,10,4,21,4,21,1,5,6,65,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.013
101,1,10,1,3,4,21,1,1,12,66,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.016
101,1,10,30,18,4,377,1,3,19,66,1101,0.923,0.802,0.003,0.136,0.039,0.812,0.434,0.016
101,1,10,4,21,4,21,1,2,5,66,1101,0.923,0.802,0.301,0.137,0.089,0.812,0.434,0.016
101,16,10,1,3,4,13,1,1,23,67,1101,0.923,0.025,0.218,0.155,0.375,0.812,0.434,0.019
101,1,10,1,30,4,5,1,6,5,67,1101,0.923,0.802,0.218,0.14,0.045,0.812,0.434,0.019
101,1,10,1,21,4,89,0,3,19,67,1101,0.923,0.802,0.218,0.136,0.089,0.812,0.434,0.019
101,16,10,4,6,4,21,1,2,7,67,1101,0.923,0.025,0.301,0.137,0.255,0.812,0.434,0.019
101,1,30,1,3,4,8,1,3,14,67,1101,0.031,0.802,0.218,0.136,0.375,0.812,0.434,0.019
101,1,10,1,3,4,8,1,2,18,67,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.019
101,1,10,4,3,4,5,1,6,6,67,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.019
101,1,10,4,21,4,1,1,3,19,67,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.019
101,2,10,10,15,4,55,1,3,22,68,1101,0.923,0.135,0.034,0.136,0.037,0.812,0.434,0.025
101,1,10,4,3,4,21,1,2,16,68,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.025
101,16,10,1,3,4,21,1,2,9,68,1101,0.923,0.025,0.218,0.137,0.375,0.812,0.434,0.025
101,16,10,4,21,4,13,1,4,12,68,1101,0.923,0.025,0.301,0.141,0.089,0.812,0.434,0.025
101,1,10,1,3,12,1,1,3,16,68,1101,0.923,0.802,0.218,0.136,0.375,0.152,0.434,0.025
101,1,10,4,3,12,1,1,3,9,68,1101,0.923,0.802,0.301,0.136,0.375,0.152,0.434,0.025
101,1,10,6,27,4,5,1,5,20,68,1101,0.923,0.802,0.032,0.158,0.028,0.812,0.434,0.025
101,1,10,20,6,4,1,1,3,22,68,1101,0.923,0.802,0.104,0.136,0.255,0.812,0.434,0.025
101,1,10,1,3,4,13,1,6,11,68,1101,0.923,0.802,0.218,0.14,0.375,0.812,0.434,0.025
101,1,10,4,21,4,21,1,1,11,69,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.019
101,1,10,4,21,4,8,1,1,18,69,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.019
101,1,10,1,3,4,21,0,3,9,69,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.019
101,1,10,1,3,4,55,1,1,8,69,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.019
101,16,10,4,27,4,5,1,2,9,69,1101,0.923,0.025,0.301,0.137,0.028,0.812,0.434,0.019
101,1,10,1,3,4,377,1,2,19,69,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.019
101,1,10,1,15,4,5,1,3,7,69,1101,0.923,0.802,0.218,0.136,0.037,0.812,0.434,0.019
101,1,10,4,3,4,5,1,3,16,69,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.019
101,1,10,4,21,4,21,1,2,7,69,1101,0.923,0.802,0.301,0.137,0.089,0.812,0.434,0.019
101,1,10,4,21,4,89,1,3,15,69,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.019
101,1,10,4,6,4,8,1,5,19,69,1101,0.923,0.802,0.301,0.158,0.255,0.812,0.434,0.019
101,8,10,20,18,4,21,1,2,11,69,1101,0.923,0.004,0.104,0.137,0.039,0.812,0.434,0.019
101,1,10,2,3,4,5,0,3,9,69,1101,0.923,0.802,0.091,0.136,0.375,0.812,0.434,0.019
101,1,10,2,3,4,5,1,4,13,70,1101,0.923,0.802,0.091,0.141,0.375,0.812,0.434,0.016
101,1,10,1,3,12,21,0,1,14,70,1101,0.923,0.802,0.218,0.155,0.375,0.152,0.434,0.016
101,16,10,4,3,4,5,1,7,9,70,1101,0.923,0.025,0.301,0.132,0.375,0.812,0.434,0.016
101,16,10,6,27,4,5,1,5,18,70,1101,0.923,0.025,0.032,0.158,0.028,0.812,0.434,0.016
101,256,10,20,6,4,1,1,3,4,70,1101,0.923,0.004,0.104,0.136,0.255,0.812,0.434,0.016
101,1,10,10,6,4,1,1,6,1,7,1101,0.923,0.802,0.034,0.14,0.255,0.812,0.434,0.007
101,1,10,1,3,4,55,1,3,14,70,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.016
101,1,10,2,6,4,5,1,3,11,70,1101,0.923,0.802,0.091,0.136,0.255,0.812,0.434,0.016
101,1,10,4,18,4,55,1,3,9,70,1101,0.923,0.802,0.301,0.136,0.039,0.812,0.434,0.016
101,1,10,4,6,4,5,1,7,8,70,1101,0.923,0.802,0.301,0.132,0.255,0.812,0.434,0.016
101,1,10,6,27,4,5,1,2,22,70,1101,0.923,0.802,0.032,0.137,0.028,0.812,0.434,0.016
101,2,10,4,3,4,21,1,4,7,71,1101,0.923,0.135,0.301,0.141,0.375,0.812,0.434,0.015
101,1,10,16,33,4,377,1,4,0,71,1101,0.923,0.802,0.043,0.141,0.038,0.812,0.434,0.015
101,1,10,1,3,12,5,1,3,17,71,1101,0.923,0.802,0.218,0.136,0.375,0.152,0.434,0.015
101,1,10,2,3,4,5,1,5,18,71,1101,0.923,0.802,0.091,0.158,0.375,0.812,0.434,0.015
101,1,10,4,3,4,1,1,7,22,71,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.434,0.015
101,1,10,4,21,4,21,1,4,10,71,1101,0.923,0.802,0.301,0.141,0.089,0.812,0.434,0.015
101,1,10,6,27,4,5,1,4,6,71,1101,0.923,0.802,0.032,0.141,0.028,0.812,0.434,0.015
101,16,10,4,27,12,21,1,3,9,72,1101,0.923,0.025,0.301,0.136,0.028,0.152,0.434,0.01
101,1,10,1,3,4,13,1,2,6,72,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.01
101,1,10,4,3,4,21,1,1,8,72,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.01
101,1,10,4,3,4,377,1,2,15,72,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.01
101,1,10,1,3,12,89,1,5,20,73,1101,0.923,0.802,0.218,0.158,0.375,0.152,0.434,0.008
101,16,10,1,27,4,610,1,7,8,73,1101,0.923,0.025,0.218,0.132,0.028,0.812,0.434,0.008
101,1,10,10,15,4,21,1,2,10,73,1101,0.923,0.802,0.034,0.137,0.037,0.812,0.434,0.008
101,1,10,2,3,4,4181,1,3,9,73,1101,0.923,0.802,0.091,0.136,0.375,0.812,0.434,0.008
101,1,10,1,3,4,89,0,2,11,74,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.011
101,1,10,2,33,4,5,1,2,7,74,1101,0.923,0.802,0.091,0.137,0.038,0.812,0.434,0.011
101,2,10,4,6,4,55,1,4,7,75,1101,0.923,0.135,0.301,0.141,0.255,0.812,0.434,0.008
101,1,10,4,3,4,5,1,5,7,75,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.008
101,1,10,4,9,4,21,1,5,6,75,1101,0.923,0.802,0.301,0.158,0.024,0.812,0.434,0.008
101,1,10,18,3,4,233,1,5,8,76,1101,0.923,0.802,0.034,0.158,0.375,0.812,0.434,0.008
101,1,10,4,21,4,1,1,2,6,77,1101,0.923,0.802,0.301,0.137,0.089,0.812,0.434,0.009
101,1,10,4,21,4,89,1,3,15,77,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.009
101,1,10,2,6,4,5,0,2,11,77,1101,0.923,0.802,0.091,0.137,0.255,0.812,0.434,0.009
101,1,10,2,33,4,377,1,2,9,78,1101,0.923,0.802,0.091,0.137,0.038,0.812,0.434,0.014
101,1,10,10,30,4,8,0,3,8,78,1101,0.923,0.802,0.034,0.136,0.045,0.812,0.434,0.014
101,1,10,22,6,4,55,0,5,16,78,1101,0.923,0.802,0.006,0.158,0.255,0.812,0.434,0.014
101,1,10,1,3,4,21,1,3,6,78,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.014
101,2,10,4,21,4,144,0,5,6,79,1101,0.923,0.135,0.301,0.158,0.089,0.812,0.434,0.008
101,1,10,4,24,12,55,0,7,9,79,1101,0.923,0.802,0.301,0.132,0.022,0.152,0.434,0.008
101,1,10,4,21,4,13,0,3,6,79,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.008
101,1,10,20,18,12,1,0,4,21,79,1101,0.923,0.802,0.104,0.141,0.039,0.152,0.434,0.008
101,16,10,1,3,4,1,1,4,9,80,1101,0.923,0.025,0.218,0.141,0.375,0.812,0.434,0.018
101,16,10,1,3,4,1,1,4,15,80,1101,0.923,0.025,0.218,0.141,0.375,0.812,0.434,0.018
101,1,10,1,3,4,89,1,7,15,80,1101,0.923,0.802,0.218,0.132,0.375,0.812,0.434,0.018
101,1,10,1,6,4,8,1,3,11,8,1101,0.923,0.802,0.218,0.136,0.255,0.812,0.434,0.011
101,1,10,4,3,4,1,1,1,20,80,1101,0.923,0.802,0.301,0.155,0.375,0.812,0.434,0.018
101,1,10,4,3,4,55,1,5,10,80,1101,0.923,0.802,0.301,0.158,0.375,0.812,0.434,0.018
101,16,10,1,3,4,8,0,1,6,80,1101,0.923,0.025,0.218,0.155,0.375,0.812,0.434,0.018
101,1,10,4,21,4,8,0,1,7,80,1101,0.923,0.802,0.301,0.155,0.089,0.812,0.434,0.018
101,1,10,4,6,4,89,0,1,12,80,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.434,0.018
101,1,10,1,3,12,55,0,6,14,80,1101,0.923,0.802,0.218,0.14,0.375,0.152,0.434,0.018
101,1,10,1,3,4,89,0,1,20,80,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.018
101,1,10,4,3,4,1,0,6,20,80,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.018
101,16,10,4,3,4,89,1,4,5,81,1101,0.923,0.025,0.301,0.141,0.375,0.812,0.434,0.009
101,16,10,6,27,4,5,1,4,19,81,1101,0.923,0.025,0.032,0.141,0.028,0.812,0.434,0.009
101,1,10,1,3,4,8,1,2,8,81,1101,0.923,0.802,0.218,0.137,0.375,0.812,0.434,0.009
101,1,10,1,6,4,13,1,5,11,81,1101,0.923,0.802,0.218,0.158,0.255,0.812,0.434,0.009
101,1,10,1,6,4,89,1,2,7,81,1101,0.923,0.802,0.218,0.137,0.255,0.812,0.434,0.009
101,1,10,4,3,4,21,1,4,19,81,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.009
101,1,10,4,18,4,89,1,6,11,81,1101,0.923,0.802,0.301,0.14,0.039,0.812,0.434,0.009
101,16,10,1,3,12,8,1,3,17,82,1101,0.923,0.025,0.218,0.136,0.375,0.152,0.434,0.012
101,16,10,4,21,4,21,1,4,15,82,1101,0.923,0.025,0.301,0.141,0.089,0.812,0.434,0.012
101,1,10,18,6,4,233,1,4,20,82,1101,0.923,0.802,0.034,0.141,0.255,0.812,0.434,0.012
101,1,10,1,3,4,8,1,5,6,82,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.012
101,1,10,2,3,4,21,1,4,10,82,1101,0.923,0.802,0.091,0.141,0.375,0.812,0.434,0.012
101,1,10,2,6,12,21,1,3,19,82,1101,0.923,0.802,0.091,0.136,0.255,0.152,0.434,0.012
101,1,10,4,27,4,55,1,2,11,82,1101,0.923,0.802,0.301,0.137,0.028,0.812,0.434,0.012
101,1,10,4,3,4,1,1,4,6,82,1101,0.923,0.802,0.301,0.141,0.375,0.812,0.434,0.012
101,1,10,4,21,4,55,1,7,16,82,1101,0.923,0.802,0.301,0.132,0.089,0.812,0.434,0.012
101,1,10,20,6,4,1,1,3,14,82,1101,0.923,0.802,0.104,0.136,0.255,0.812,0.434,0.012
101,16,10,1,27,12,89,1,7,12,83,1101,0.923,0.025,0.218,0.132,0.028,0.152,0.434,0.017
101,2,30,24,6,12,55,1,5,21,83,1101,0.031,0.135,0.056,0.158,0.255,0.152,0.434,0.017
101,1,30,1,33,4,8,1,2,20,83,1101,0.031,0.802,0.218,0.137,0.038,0.812,0.434,0.017
101,1,10,1,3,4,21,1,3,15,83,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.017
101,1,10,1,6,4,1,1,1,11,83,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.434,0.017
101,1,10,4,3,4,1,1,7,11,83,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.434,0.017
101,1,10,4,21,4,21,1,3,15,85,1101,0.923,0.802,0.301,0.136,0.089,0.812,0.434,0.007
101,1,10,4,3,4,5,1,6,11,86,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.008
101,1,10,4,6,4,6765,1,7,19,86,1101,0.923,0.802,0.301,0.132,0.255,0.812,0.434,0.008
101,2,10,1,6,4,8,1,4,18,88,1101,0.923,0.135,0.218,0.141,0.255,0.812,0.434,0.005
101,1,10,10,6,4,5,1,7,20,88,1101,0.923,0.802,0.034,0.132,0.255,0.812,0.434,0.005
101,1,10,2,3,4,5,1,1,11,91,1101,0.923,0.802,0.091,0.155,0.375,0.812,0.434,0.006
101,1,50,4,21,4,13,1,5,7,92,1101,0.026,0.802,0.301,0.158,0.089,0.812,0.434,0.006
101,16,10,20,3,4,1,1,5,6,93,1101,0.923,0.025,0.104,0.158,0.375,0.812,0.434,0.006
101,1,10,20,6,4,1,1,7,7,93,1101,0.923,0.802,0.104,0.132,0.255,0.812,0.434,0.006
101,16,10,6,27,12,5,1,5,17,94,1101,0.923,0.025,0.032,0.158,0.028,0.152,0.434,0.01
101,1,10,1,3,8,1,1,4,12,94,1101,0.923,0.802,0.218,0.141,0.375,0.037,0.434,0.01
101,1,10,1,3,12,5,1,1,5,94,1101,0.923,0.802,0.218,0.155,0.375,0.152,0.434,0.01
101,1,10,1,6,4,377,1,7,18,94,1101,0.923,0.802,0.218,0.132,0.255,0.812,0.434,0.01
101,1,10,2,6,12,5,1,3,13,94,1101,0.923,0.802,0.091,0.136,0.255,0.152,0.434,0.01
101,1,10,4,3,4,5,1,7,19,94,1101,0.923,0.802,0.301,0.132,0.375,0.812,0.434,0.01
101,1,10,4,3,4,1,0,2,14,95,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.008
101,2,10,4,3,4,5,0,4,10,96,1101,0.923,0.135,0.301,0.141,0.375,0.812,0.434,0.007
101,4,10,1,3,4,8,0,2,17,96,1101,0.923,0.018,0.218,0.137,0.375,0.812,0.434,0.007
101,1,10,24,15,4,1,0,5,12,96,1101,0.923,0.802,0.056,0.158,0.037,0.812,0.434,0.007
101,1,10,10,6,8,55,0,1,21,96,1101,0.923,0.802,0.034,0.155,0.255,0.037,0.434,0.007
101,1,10,1,3,12,21,0,5,11,96,1101,0.923,0.802,0.218,0.158,0.375,0.152,0.434,0.007
101,1,10,1,3,4,8,0,3,19,96,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.007
101,1,10,1,3,4,8,0,5,15,96,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.007
101,1,10,1,6,4,8,0,5,16,96,1101,0.923,0.802,0.218,0.158,0.255,0.812,0.434,0.007
101,1,10,1,3,4,21,1,5,18,97,1101,0.923,0.802,0.218,0.158,0.375,0.812,0.434,0.007
101,1,10,10,6,4,21,1,6,15,97,1101,0.923,0.802,0.034,0.14,0.255,0.812,0.434,0.007
101,1,10,1,3,4,1,1,1,9,97,1101,0.923,0.802,0.218,0.155,0.375,0.812,0.434,0.007
101,1,10,4,3,4,89,1,6,16,97,1101,0.923,0.802,0.301,0.14,0.375,0.812,0.434,0.007
101,4,10,1,30,4,5,1,7,17,98,1101,0.923,0.018,0.218,0.132,0.045,0.812,0.434,0.006
101,1,10,1,21,12,55,1,1,18,98,1101,0.923,0.802,0.218,0.155,0.089,0.152,0.434,0.006
101,1,30,4,3,4,8,1,5,18,98,1101,0.031,0.802,0.301,0.158,0.375,0.812,0.434,0.006
101,1,10,1,6,4,5,1,7,6,99,1101,0.923,0.802,0.218,0.132,0.255,0.812,0.434,0.005
101,1,10,4,3,12,21,1,2,8,99,1101,0.923,0.802,0.301,0.137,0.375,0.152,0.434,0.005
101,1,10,1,6,4,89,1,1,12,100,1101,0.923,0.802,0.218,0.155,0.255,0.812,0.434,0.007
101,1,10,4,3,4,55,1,2,11,100,1101,0.923,0.802,0.301,0.137,0.375,0.812,0.434,0.007
101,1,60,1,33,4,8,1,5,19,100,1101,0.011,0.802,0.218,0.158,0.038,0.812,0.434,0.007
101,1,30,2,15,4,1,1,7,22,100,1101,0.031,0.802,0.091,0.132,0.037,0.812,0.434,0.007
101,1,10,2,3,4,5,0,1,15,101,1101,0.923,0.802,0.091,0.155,0.375,0.812,0.434,0.005
101,1,10,4,21,4,5,0,5,9,101,1101,0.923,0.802,0.301,0.158,0.089,0.812,0.434,0.005
101,1,10,8,3,4,55,1,4,11,106,1101,0.923,0.802,0.012,0.141,0.375,0.812,0.434,0.002
101,1,10,24,30,4,1,0,7,14,108,1101,0.923,0.802,0.056,0.132,0.045,0.812,0.434,0.002
101,2,10,20,6,12,21,0,5,19,112,1101,0.923,0.135,0.104,0.158,0.255,0.152,0.434,0.002
101,1,10,14,15,12,21,0,1,12,112,1101,0.923,0.802,0.026,0.155,0.037,0.152,0.434,0.002
101,1,10,4,3,12,89,1,7,11,113,1101,0.923,0.802,0.301,0.132,0.048,0.152,0.434,0.003
101,2,10,10,6,4,1,1,4,12,120,1101,0.923,0.135,0.034,0.141,0.255,0.812,0.434,0.002
101,1,10,1,3,4,89,0,3,18,122,1101,0.923,0.802,0.218,0.136,0.375,0.812,0.434,0.002
101,1,10,4,6,4,377,0,6,15,122,1101,0.923,0.802,0.301,0.14,0.255,0.812,0.434,0.002
101,1,10,4,21,4,8,0,2,12,125,1101,0.923,0.802,0.301,0.137,0.089,0.812,0.434,0.005
101,1,10,6,6,4,377,0,7,19,127,1101,0.923,0.802,0.032,0.132,0.255,0.812,0.434,0.008
101,2,10,4,3,4,1,0,1,5,128,1101,0.923,0.135,0.301,0.155,0.375,0.812,0.434,0.006
101,1,10,1,33,4,5,0,3,9,130,1101,0.923,0.802,0.218,0.136,0.038,0.812,0.434,0.007
101,1,10,4,6,4,8,0,3,19,131,1101,0.923,0.802,0.301,0.136,0.255,0.812,0.434,0.003
101,1,10,1,6,4,8,1,3,8,134,1101,0.923,0.802,0.218,0.136,0.255,0.812,0.434,0.002
101,1,10,14,15,12,8,1,3,8,136,1101,0.923,0.802,0.026,0.136,0.037,0.152,0.434,0.002
101,1,10,22,6,4,1,1,1,10,149,1101,0.923,0.802,0.006,0.155,0.255,0.812,0.434,0.001
101,1,50,1,33,4,1,0,1,20,151,1101,0.026,0.802,0.218,0.155,0.038,0.812,0.434,0.001
101,1,10,4,3,4,21,0,3,22,155,1101,0.923,0.802,0.301,0.136,0.375,0.812,0.434,0.001
101,2,10,20,15,4,1,0,4,14,156,1101,0.923,0.135,0.104,0.141,0.037,0.812,0.434,0.001
101,1,10,20,24,4,55,1,4,15,163,1101,0.923,0.802,0.104,0.141,0.022,0.812,0.434,0.001
101,1,10,4,6,4,21,0,1,18,186,1101,0.923,0.802,0.301,0.155,0.255,0.812,0.434,0.002
104,256,10,1,3,4,5,1,1,11,30,1102,0.923,0.004,0.218,0.155,0.375,0.812,0.066,0.004
104,1,10,2,6,4,13,0,3,19,30,1102,0.923,0.802,0.091,0.136,0.255,0.812,0.066,0.004
104,1,50,4,3,4,1,1,7,13,32,1102,0.026,0.802,0.301,0.132,0.375,0.812,0.066,0.004
104,4,10,22,18,4,55,0,6,19,39,1102,0.923,0.018,0.006,0.14,0.039,0.812,0.066,0.003
104,1,10,1,3,4,144,1,2,12,44,1102,0.923,0.802,0.218,0.137,0.375,0.812,0.066,0.006
104,1,10,14,18,4,21,1,4,22,52,1102,0.923,0.802,0.026,0.141,0.039,0.812,0.066,0.007
104,1,10,4,3,4,55,0,2,14,54,1102,0.923,0.802,0.301,0.137,0.375,0.812,0.066,0.005
104,1,10,4,3,4,55,0,1,9,57,1102,0.923,0.802,0.301,0.155,0.375,0.812,0.066,0.007
104,1,10,4,3,4,610,0,5,19,58,1102,0.923,0.802,0.301,0.158,0.375,0.812,0.066,0.007
104,1,10,24,18,4,1,1,7,11,58,1102,0.923,0.802,0.056,0.132,0.039,0.812,0.066,0.007
