@relation prfPeriodoTx-weka.filters.unsupervised.instance.RemovePercentage-P66.7-V

@attribute BR numeric
@attribute CondPista {Seca,'Com buraco',Molhada,'Em obra',Outra,Escorregadia,Oleosa,Enlameada,'Com material granulado','Com Gelo'}
@attribute RestrVisibili {Inexistente,Outros,'Veículo estacionado','Configuração do terreno',Poeira/fumaça/neblina,Vegetação,Ofuscamento,Cartazes/faixas,Placas}
@attribute TipoAcident {'Colisão Transversal','Colisão com objeto fixo','Atropelamento de pessoa','Colisão lateral','Colisão traseira',QuedaMoto/bicla,'Colisão com bicicleta',Capotamento,'Atropelamento de animal','Colisão frontal','Saída de Pista','Colisão com objeto móvel',Tombamento,'Derramamento de Carga','Danos Eventuais',Incêndio}
@attribute CausaAcident {Outras,'Falta de atenção','Velocidade incompatível','Ultrapassagem indevida','Desobediência à sinalização','Defeito mecânico','Animais na Pista','Não guardar distância segura',Dormindo,'Defeito na via','Ingestão de álcool'}
@attribute TracadoVia {Reta,Curva,Cruzamento}
@attribute TipoAuto {Automóvel,'Não Informado','Não se Aplica',Motocicletas,Caminhão-Trator,Camioneta,Caminhão,Bicicleta,Caminhonete,Ônibus,Microônibus,'Não identificado',Motoneta,'Trator de rodas',Triciclo,Carroça,Caminhão-Tanque,Semi-Reboque,Utilitário,Ciclomotor,Charrete,Carro-de-mao,Quadriciclo,'Trator misto',Reboque,'Trator de esteiras'}
@attribute Gravidade numeric
@attribute DiaDaSemana {Terça-feira,Domingo,Quarta-feira,Sábado,Segunda-feira,Sexta-feira,Quinta-feira}
@attribute KMArredondado numeric
@attribute Delegacia {1101.0,1102.0,1105.0,1103.0,1106.0,1104.0,NA}
@attribute probAcident numeric
@attribute Periodo {Noite,Manhã,Madrugada,Tarde}

@data
101,Seca,Inexistente,'Colisão lateral','Ultrapassagem indevida',Curva,Motocicletas,1,Sexta-feira,73,1101.0,0.049,Noite
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,0,Terça-feira,74,1101.0,0.008,Tarde
101,Molhada,Outros,'Colisão frontal',Outras,Curva,Motocicletas,1,Quarta-feira,74,1101.0,0,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,74,1101.0,0.261,Manhã
101,'Com buraco',Inexistente,'Colisão traseira','Desobediência à sinalização',Reta,Caminhonete,1,Quarta-feira,74,1101.0,0.008,Tarde
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Domingo,74,1101.0,0.044,Manhã
101,Molhada,'Configuração do terreno','Colisão traseira','Defeito na via',Curva,Microônibus,0,Sábado,74,1101.0,0,Tarde
101,Escorregadia,Inexistente,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,0,Quarta-feira,75,1101.0,0.003,Manhã
101,Molhada,Inexistente,'Saída de Pista','Defeito na via',Reta,Automóvel,1,Terça-feira,75,1101.0,0.044,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,0,Quarta-feira,76,1101.0,0.261,Manhã
101,Molhada,Poeira/fumaça/neblina,'Colisão traseira',Outras,Curva,Caminhão-Trator,1,Sexta-feira,76,1101.0,0,Madrugada
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Segunda-feira,76,1101.0,0.044,Manhã
101,Molhada,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Quarta-feira,76,1101.0,0.044,Tarde
101,'Com buraco',Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhão-Trator,0,Sábado,77,1101.0,0,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,0,Segunda-feira,77,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão Transversal',Outras,Reta,'Não identificado',0,Segunda-feira,77,1101.0,0.261,Tarde
101,Molhada,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Caminhonete,1,Quarta-feira,78,1101.0,0.044,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Curva,Automóvel,1,Sexta-feira,78,1101.0,0.049,Manhã
101,Molhada,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Ônibus,0,Terça-feira,78,1101.0,0.044,Noite
101,'Com buraco',Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhão-Trator,0,Sexta-feira,78,1101.0,0.008,Tarde
101,'Com buraco',Inexistente,'Colisão lateral','Defeito mecânico',Curva,Reboque,0,Quarta-feira,78,1101.0,0.002,Tarde
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Motocicletas,0,Quarta-feira,78,1101.0,0.044,Tarde
101,Molhada,Inexistente,'Saída de Pista','Defeito na via',Reta,Caminhão,1,Sábado,80,1101.0,0.044,Manhã
101,Escorregadia,Inexistente,'Colisão traseira','Defeito na via',Reta,Motocicletas,1,Quarta-feira,80,1101.0,0.003,Manhã
101,'Com buraco',Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhonete,1,Sexta-feira,80,1101.0,0.008,Tarde
101,'Com buraco','Configuração do terreno','Colisão lateral','Defeito na via',Reta,Camioneta,1,Sábado,80,1101.0,0,Tarde
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Sexta-feira,80,1101.0,0.261,Tarde
101,'Com buraco',Outros,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Terça-feira,80,1101.0,0,Tarde
101,Molhada,Outros,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,80,1101.0,0.001,Tarde
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhão-Trator,1,Quarta-feira,80,1101.0,0.002,Tarde
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Terça-feira,80,1101.0,0.044,Noite
101,Molhada,Inexistente,'Colisão traseira',Outras,Curva,Ônibus,1,Sexta-feira,80,1101.0,0.008,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,1,Quarta-feira,80,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,1,Sexta-feira,80,1101.0,0.049,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Sexta-feira,80,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,1,Quinta-feira,80,1101.0,0.261,Manhã
101,'Com buraco',Inexistente,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,0,Quarta-feira,80,1101.0,0.008,Tarde
101,Molhada,Inexistente,'Colisão Transversal',Outras,Reta,'Não identificado',0,Sexta-feira,80,1101.0,0.044,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,0,Sábado,80,1101.0,0.261,Manhã
101,'Com buraco',Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Automóvel,0,Sábado,80,1101.0,0,Tarde
101,'Com buraco',Inexistente,'Danos Eventuais','Defeito na via',Reta,Automóvel,0,Quarta-feira,80,1101.0,0.008,Noite
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,0,Quinta-feira,81,1101.0,0.008,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhão,0,Terça-feira,81,1101.0,0.012,Tarde
101,Seca,Inexistente,'Colisão lateral','Não guardar distância segura',Curva,Caminhão-Trator,0,Quarta-feira,81,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão-Trator,1,Quarta-feira,81,1101.0,0.049,Tarde
101,'Com buraco',Outros,'Colisão traseira',Outras,Curva,Automóvel,1,Domingo,82,1101.0,0,Noite
101,Seca,Inexistente,'Colisão com bicicleta',Outras,Reta,'Não identificado',1,Sábado,82,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Sexta-feira,82,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Segunda-feira,83,1101.0,0.261,Manhã
101,'Com buraco',Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Segunda-feira,83,1101.0,0.008,Manhã
101,Molhada,Outros,'Colisão traseira','Falta de atenção',Reta,Caminhão-Trator,1,Terça-feira,83,1101.0,0.001,Tarde
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,1,Segunda-feira,83,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhão-Trator,1,Sexta-feira,83,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhão-Trator,1,Sexta-feira,83,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão lateral','Desobediência à sinalização',Reta,Caminhão-Trator,1,Segunda-feira,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Cruzamento,Caminhão-Trator,1,Segunda-feira,83,1101.0,0.012,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão-Trator,1,Quarta-feira,83,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Quinta-feira,83,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Cruzamento,Caminhão-Trator,1,Terça-feira,83,1101.0,0.012,Manhã
101,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Caminhão,1,Segunda-feira,83,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira',Outras,Curva,Ônibus,1,Quarta-feira,83,1101.0,0.049,Manhã
101,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,0,Sexta-feira,83,1101.0,0.044,Noite
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Ônibus,0,Segunda-feira,83,1101.0,0.261,Manhã
101,'Com buraco',Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Caminhão-Trator,0,Terça-feira,84,1101.0,0.008,Noite
101,'Com buraco',Inexistente,'Colisão lateral','Não guardar distância segura',Reta,Ônibus,0,Terça-feira,84,1101.0,0.008,Noite
101,Seca,Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,0,Quarta-feira,84,1101.0,0.261,Manhã
101,Molhada,Outros,'Colisão traseira',Outras,Reta,Camioneta,1,Terça-feira,84,1101.0,0.001,Manhã
101,Seca,Inexistente,'Colisão com bicicleta','Desobediência à sinalização',Reta,Motocicletas,1,Sábado,84,1101.0,0.261,Manhã
101,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Quinta-feira,85,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Caminhão,1,Quarta-feira,85,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Segunda-feira,85,1101.0,0.261,Tarde
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,1,Sábado,86,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Camioneta,0,Terça-feira,86,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,1,Quarta-feira,86,1101.0,0.044,Noite
101,Seca,Inexistente,Capotamento,'Falta de atenção',Reta,Automóvel,1,Quinta-feira,86,1101.0,0.261,Manhã
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,86,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão,1,Sexta-feira,86,1101.0,0.261,Manhã
101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhonete,1,Sexta-feira,86,1101.0,0.261,Tarde
101,Molhada,Inexistente,'Saída de Pista',Dormindo,Reta,Camioneta,1,Sábado,86,1101.0,0.044,Manhã
101,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Motocicletas,0,Sexta-feira,87,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,0,Segunda-feira,87,1101.0,0.261,Noite
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Camioneta,1,Quarta-feira,88,1101.0,0.261,Tarde
101,Molhada,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,1,Sábado,88,1101.0,0.044,Noite
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,'Não identificado',1,Sexta-feira,88,1101.0,0.044,Noite
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Ônibus,1,Quinta-feira,88,1101.0,0.261,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Domingo,89,1101.0,0.261,Manhã
101,Seca,Outros,'Atropelamento de pessoa','Falta de atenção',Reta,Ônibus,1,Quarta-feira,89,1101.0,0.009,Tarde
101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Motocicletas,1,Quinta-feira,89,1101.0,0.044,Madrugada
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,0,Terça-feira,90,1101.0,0.044,Noite
101,Molhada,Inexistente,'Colisão traseira',Outras,Reta,Ônibus,0,Terça-feira,90,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,0,Sexta-feira,90,1101.0,0.261,Tarde
101,Molhada,Inexistente,'Colisão lateral','Ingestão de álcool',Reta,Motocicletas,0,Sábado,92,1101.0,0.044,Tarde
101,'Com buraco','Configuração do terreno','Colisão traseira',Outras,Cruzamento,Ônibus,1,Terça-feira,94,1101.0,0,Manhã
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Curva,Ônibus,1,Terça-feira,94,1101.0,0.008,Noite
101,Molhada,Inexistente,'Colisão com objeto fixo','Defeito na via',Curva,Automóvel,0,Sábado,95,1101.0,0.008,Tarde
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Curva,Ônibus,0,Domingo,95,1101.0,0.008,Manhã
101,Seca,Inexistente,'Colisão lateral','Defeito na via',Curva,Ônibus,0,Sexta-feira,95,1101.0,0.049,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Cruzamento,Automóvel,0,Quarta-feira,95,1101.0,0.012,Manhã
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Ônibus,0,Terça-feira,95,1101.0,0.261,Tarde
101,Seca,Inexistente,QuedaMoto/bicla,'Defeito na via',Reta,Motocicletas,1,Quarta-feira,95,1101.0,0.261,Manhã
101,Molhada,Outros,'Saída de Pista','Defeito na via',Curva,Caminhonete,1,Terça-feira,96,1101.0,0,Manhã
101,'Com buraco',Inexistente,Capotamento,'Falta de atenção',Reta,Camioneta,1,Sábado,97,1101.0,0.008,Tarde
101,'Com buraco',Inexistente,'Colisão lateral',Outras,Reta,Caminhão-Trator,1,Quinta-feira,97,1101.0,0.008,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Terça-feira,97,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Colisão lateral',Outras,Reta,Camioneta,1,Sábado,98,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão Transversal','Defeito na via',Curva,Ônibus,0,Quarta-feira,98,1101.0,0.049,Noite
101,'Com buraco',Inexistente,'Colisão traseira','Defeito na via',Curva,'Não identificado',1,Sábado,99,1101.0,0.002,Manhã
101,Outra,Outros,'Colisão traseira',Outras,Reta,Caminhão-Trator,0,Sexta-feira,99,1101.0,0,Manhã
101,'Com buraco',Inexistente,'Colisão lateral',Outras,Curva,Caminhão,0,Quinta-feira,99,1101.0,0.002,Manhã
101,Molhada,Inexistente,QuedaMoto/bicla,Outras,Reta,'Não identificado',0,Sábado,99,1101.0,0.044,Tarde
101,'Com buraco',Inexistente,'Colisão traseira','Falta de atenção',Curva,Caminhonete,1,Terça-feira,99,1101.0,0.002,Tarde
101,Seca,Inexistente,'Colisão Transversal',Outras,Cruzamento,Motocicletas,1,Quarta-feira,99,1101.0,0.012,Manhã
101,Molhada,Inexistente,'Colisão frontal','Falta de atenção',Reta,'Não identificado',1,Terça-feira,100,1101.0,0.044,Noite
101,Molhada,Inexistente,'Colisão Transversal',Outras,Reta,'Não identificado',0,Sexta-feira,101,1101.0,0.044,Noite
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,Automóvel,0,Segunda-feira,101,1101.0,0.261,Manhã
101,Molhada,Inexistente,Capotamento,Outras,Reta,Automóvel,0,Sexta-feira,102,1101.0,0.044,Tarde
101,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Automóvel,1,Quinta-feira,103,1101.0,0.044,Noite
101,Molhada,Inexistente,'Colisão com objeto fixo',Outras,Curva,Caminhonete,0,Quinta-feira,104,1101.0,0.008,Noite
101,Molhada,Inexistente,'Colisão lateral',Outras,Reta,'Não identificado',0,Terça-feira,104,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão lateral','Falta de atenção',Curva,Caminhão,0,Quarta-feira,104,1101.0,0.049,Tarde
101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Caminhão-Trator,0,Sábado,111,1101.0,0.044,Tarde
101,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Domingo,136,1101.0,0.261,Tarde
101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,1,Quinta-feira,137,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Atropelamento de animal','Animais na Pista',Curva,Motocicletas,1,Quarta-feira,143,1101.0,0.008,Madrugada
101,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Microônibus,0,Quarta-feira,145,1101.0,0.008,Manhã
101,Seca,Inexistente,'Colisão traseira',Outras,Reta,'Não identificado',0,Domingo,145,1101.0,0.261,Noite
101,Molhada,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,0,Sábado,146,1101.0,0.044,Noite
101,Seca,Inexistente,'Saída de Pista',Outras,Reta,Caminhão,1,Quarta-feira,147,1101.0,0.261,Manhã
101,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Caminhão,1,Sábado,153,1101.0,0.044,Manhã
101,Molhada,Inexistente,'Saída de Pista','Falta de atenção',Curva,Caminhonete,1,Segunda-feira,154,1101.0,0.008,Manhã
101,Molhada,Inexistente,Tombamento,Outras,Curva,Caminhão-Trator,0,Sexta-feira,160,1101.0,0.008,Manhã
101,Enlameada,Inexistente,Capotamento,Outras,Curva,Automóvel,1,Terça-feira,163,1101.0,0,Manhã
101,Molhada,Inexistente,'Colisão com objeto fixo','Velocidade incompatível',Reta,Automóvel,0,Domingo,170,1101.0,0.044,Tarde
101,'Com buraco',Inexistente,'Saída de Pista',Outras,Curva,Caminhão-Trator,0,Terça-feira,188,1101.0,0.002,Manhã
101,Molhada,Inexistente,'Colisão frontal','Falta de atenção',Reta,Caminhonete,1,Sexta-feira,188,1101.0,0.044,Manhã
101,Molhada,Inexistente,'Colisão traseira','Velocidade incompatível',Reta,Automóvel,1,Quinta-feira,192,1101.0,0.044,Manhã
104,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Caminhão,0,Terça-feira,0,1102.0,0.001,Tarde
104,Molhada,Inexistente,'Colisão lateral','Não guardar distância segura',Reta,'Não identificado',1,Terça-feira,17,1102.0,0.007,Tarde
104,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Curva,Motocicletas,1,Sexta-feira,20,1102.0,0.007,Noite
104,Molhada,Inexistente,'Saída de Pista',Outras,Curva,'Não identificado',1,Domingo,24,1102.0,0.001,Noite
104,Molhada,Inexistente,'Colisão Transversal','Falta de atenção',Curva,Automóvel,1,Segunda-feira,24,1102.0,0.001,Manhã
104,Molhada,Inexistente,'Colisão lateral',Dormindo,Reta,Camioneta,1,Domingo,24,1102.0,0.007,Manhã
104,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Caminhão,1,Segunda-feira,25,1102.0,0.04,Madrugada
104,Seca,Inexistente,Capotamento,Outras,Reta,Camioneta,1,Sexta-feira,27,1102.0,0.04,Tarde
104,Seca,Inexistente,'Colisão traseira','Falta de atenção',Reta,Motocicletas,1,Sexta-feira,28,1102.0,0.04,Tarde
104,'Em obra',Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Caminhão-Trator,0,Domingo,33,1102.0,0.001,Tarde
104,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Motocicletas,1,Domingo,35,1102.0,0.04,Tarde
104,'Em obra',Inexistente,'Colisão com objeto fixo',Outras,Curva,Automóvel,0,Domingo,37,1102.0,0,Madrugada
104,'Em obra',Inexistente,Tombamento,'Ingestão de álcool',Reta,Caminhonete,1,Domingo,38,1102.0,0.001,Madrugada
104,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Reta,Camioneta,0,Sexta-feira,40,1102.0,0.04,Noite
104,Seca,Inexistente,'Colisão traseira','Não guardar distância segura',Curva,Automóvel,1,Sexta-feira,43,1102.0,0.007,Manhã
104,Molhada,Inexistente,'Saída de Pista',Outras,Curva,Automóvel,1,Sábado,45,1102.0,0.001,Tarde
104,Molhada,Outros,'Saída de Pista',Outras,Reta,'Não identificado',1,Segunda-feira,45,1102.0,0,Manhã
104,Seca,Ofuscamento,Capotamento,Outras,Curva,Automóvel,1,Domingo,49,1102.0,0,Manhã
104,Seca,Inexistente,Capotamento,Dormindo,Reta,Automóvel,1,Terça-feira,52,1102.0,0.04,Manhã
104,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Reta,Automóvel,1,Segunda-feira,53,1102.0,0.007,Manhã
104,Seca,Inexistente,'Atropelamento de animal','Animais na Pista',Reta,Caminhonete,0,Quinta-feira,56,1102.0,0.04,Noite
104,Seca,Inexistente,'Saída de Pista',Outras,Reta,Motocicletas,1,Sexta-feira,59,1102.0,0.04,Noite
104,Seca,Inexistente,Tombamento,Outras,Curva,Caminhão-Trator,0,Quinta-feira,59,1102.0,0.007,Tarde
104,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Motocicletas,0,Domingo,62,1102.0,0.04,Tarde
104,'Em obra',Inexistente,'Colisão com bicicleta','Falta de atenção',Reta,Motocicletas,1,Segunda-feira,63,1102.0,0.001,Tarde
104,'Em obra',Inexistente,'Colisão frontal','Desobediência à sinalização',Reta,Motocicletas,1,Quinta-feira,63,1102.0,0.001,Noite
104,'Em obra',Inexistente,'Colisão lateral','Desobediência à sinalização',Cruzamento,Caminhão,1,Terça-feira,63,1102.0,0,Tarde
104,Seca,Inexistente,'Colisão Transversal','Ingestão de álcool',Curva,Motocicletas,1,Sábado,63,1102.0,0.007,Manhã
104,'Em obra',Inexistente,'Colisão Transversal','Desobediência à sinalização',Curva,Caminhonete,1,Sábado,64,1102.0,0,Manhã
104,'Em obra',Inexistente,'Colisão com objeto fixo',Outras,Reta,Camioneta,1,Sábado,64,1102.0,0.001,Madrugada
104,'Com buraco','Configuração do terreno','Atropelamento de pessoa',Outras,Curva,Ônibus,1,Quarta-feira,65,1102.0,0,Noite
104,'Em obra',Inexistente,'Colisão frontal','Ingestão de álcool',Curva,Motocicletas,1,Domingo,65,1102.0,0,Madrugada
104,Seca,Inexistente,'Colisão traseira','Ingestão de álcool',Reta,Automóvel,0,Quarta-feira,65,1102.0,0.04,Tarde
104,Molhada,Inexistente,'Colisão lateral','Falta de atenção',Curva,Motocicletas,1,Terça-feira,65,1102.0,0.001,Tarde
104,Seca,Inexistente,'Colisão frontal',Outras,Reta,Ônibus,1,Sábado,65,1102.0,0.04,Noite
104,Enlameada,Inexistente,'Colisão lateral','Falta de atenção',Reta,Camioneta,1,Segunda-feira,66,1102.0,0,Manhã
104,Molhada,Inexistente,'Colisão traseira','Falta de atenção',Curva,Automóvel,1,Sexta-feira,67,1102.0,0.001,Tarde
104,Seca,Inexistente,'Colisão frontal','Ingestão de álcool',Reta,Motocicletas,1,Segunda-feira,67,1102.0,0.04,Madrugada
104,Seca,'Configuração do terreno','Colisão Transversal','Falta de atenção',Reta,Automóvel,1,Sábado,69,1102.0,0.001,Manhã
104,Seca,Inexistente,'Colisão Transversal','Desobediência à sinalização',Cruzamento,Automóvel,1,Sexta-feira,69,1102.0,0.002,Manhã
104,Molhada,Outros,'Colisão Transversal','Defeito mecânico',Reta,Caminhonete,1,Quinta-feira,74,1102.0,0,Tarde
104,Molhada,Inexistente,'Saída de Pista','Falta de atenção',Reta,Caminhonete,1,Sábado,74,1102.0,0.007,Noite
104,Seca,Inexistente,'Saída de Pista','Falta de atenção',Curva,Caminhonete,1,Sexta-feira,79,1102.0,0.007,Tarde
104,Seca,Inexistente,'Colisão lateral',Outras,Reta,Automóvel,1,Domingo,92,1102.0,0.04,Tarde
104,Molhada,Inexistente,Capotamento,'Defeito mecânico',Reta,Caminhonete,1,Quinta-feira,94,1102.0,0.007,Manhã
104,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Automóvel,1,Sexta-feira,103,1102.0,0.04,Tarde
104,Molhada,Inexistente,Capotamento,Outras,Reta,Automóvel,1,Segunda-feira,111,1102.0,0.007,Noite
104,Seca,Inexistente,Tombamento,Outras,Reta,'Não identificado',1,Domingo,115,1102.0,0.04,Noite
104,Molhada,Inexistente,Capotamento,Outras,Curva,Automóvel,0,Sábado,119,1102.0,0.001,Manhã
104,Molhada,Inexistente,'Saída de Pista',Outras,Cruzamento,Motocicletas,1,Domingo,139,1102.0,0,Manhã
104,Molhada,Inexistente,'Saída de Pista','Animais na Pista',Curva,Caminhão,1,Segunda-feira,147,1102.0,0.001,Noite
110,Seca,Inexistente,Capotamento,Outras,Curva,Automóvel,1,Domingo,104,1103.0,0,Manhã
110,Seca,Inexistente,'Colisão Transversal','Defeito mecânico',Curva,Motocicletas,1,Sexta-feira,104,1103.0,0,Tarde
110,Seca,Inexistente,Capotamento,Outras,Curva,Caminhonete,1,Quarta-feira,108,1103.0,0,Tarde
116,Seca,Inexistente,'Colisão traseira',Outras,Reta,Caminhão,1,Sábado,22,1105.0,0.007,Manhã
116,Seca,Inexistente,'Atropelamento de pessoa','Ingestão de álcool',Reta,'Não se Aplica',1,Terça-feira,26,1105.0,0.007,Noite
116,Seca,Inexistente,'Colisão Transversal','Falta de atenção',Reta,Caminhão-Trator,0,Quarta-feira,26,1105.0,0.007,Noite
116,Seca,Inexistente,QuedaMoto/bicla,Outras,Reta,Motocicletas,1,Segunda-feira,29,1105.0,0.007,Noite
116,Seca,Inexistente,Tombamento,Outras,Curva,Caminhão-Trator,1,Domingo,32,1105.0,0.001,Tarde
116,Seca,Inexistente,'Saída de Pista','Defeito mecânico',Reta,Caminhão-Trator,1,Quarta-feira,39,1105.0,0.007,Tarde
116,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Automóvel,1,Quarta-feira,44,1105.0,0.007,Manhã
116,Seca,Inexistente,'Saída de Pista',Outras,Reta,Automóvel,1,Sexta-feira,52,1105.0,0.007,Manhã
116,Seca,Inexistente,'Colisão traseira','Desobediência à sinalização',Reta,Caminhão,1,Quinta-feira,53,1105.0,0.007,Manhã
116,Seca,Inexistente,'Colisão frontal','Ultrapassagem indevida',Reta,Motocicletas,1,Sexta-feira,70,1105.0,0.007,Tarde
116,Seca,Inexistente,'Saída de Pista','Defeito na via',Reta,Caminhão-Trator,1,Quarta-feira,72,1105.0,0.007,Noite
