"BR","Gravidade","Hour","KMArredondado","tx_RestVisibi","tx_CondPista","tx_TipoAcident","tx_CausaAcident","tx_TracadoVia","DiaSemana","tx_Gravidade"
116,1,16,42,0.923,0.802,0.043,0.037,0.152,6,1.112517392
116,1,12,61,0.923,0.802,0.301,0.089,0.812,4,1.601079752
116,0,18,78,0.923,0.802,0.032,0.024,0.812,3,0.601079752
232,0,12,4,0.923,0.802,0.301,0.375,0.812,5,0.601079752
232,0,13,4,0.923,0.802,0.218,0.375,0.812,4,0.601079752
232,0,16,4,0.923,0.802,0.301,0.089,0.812,2,0.601079752
232,1,10,5,0.923,0.802,0.301,0.375,0.812,6,1.601079752
232,1,12,5,0.923,0.802,0.301,0.089,0.812,6,1.601079752
232,1,17,5,0.923,0.802,0.301,0.089,0.812,4,1.601079752
232,1,9,5,0.923,0.802,0.034,0.255,0.812,3,1.601079752
232,0,8,5,0.923,0.802,0.301,0.089,0.812,3,0.601079752
232,1,19,5,0.923,0.025,0.301,0.375,0.812,4,1.0187369
232,1,1,5,0.923,0.802,0.034,0.022,0.812,3,1.601079752
232,1,15,5,0.923,0.802,0.301,0.089,0.812,6,1.601079752
232,1,5,5,0.923,0.802,0.301,0.089,0.812,4,1.601079752
232,0,13,6,0.923,0.802,0.301,0.089,0.812,2,0.601079752
232,1,20,6,0.923,0.802,0.091,0.375,0.812,3,1.601079752
232,1,8,6,0.923,0.802,0.301,0.375,0.812,3,1.601079752
232,0,11,7,0.923,0.802,0.218,0.375,0.812,6,0.601079752
232,0,13,7,0.923,0.802,0.301,0.375,0.812,6,0.601079752
232,0,13,7,0.923,0.802,0.301,0.089,0.812,1,0.601079752
232,0,11,7,0.923,0.802,0.301,0.255,0.812,2,0.601079752
232,1,15,8,0.923,0.802,0.032,0.255,0.812,1,1.601079752
232,1,6,8,0.923,0.802,0.218,0.375,0.812,3,1.601079752
232,1,12,8,0.923,0.802,0.301,0.255,0.812,1,1.601079752
232,1,9,8,0.923,0.802,0.032,0.024,0.812,5,1.601079752
232,0,17,8,0.923,0.802,0.218,0.375,0.812,5,0.601079752
232,1,18,9,0.923,0.802,0.218,0.255,0.812,2,1.601079752
232,1,12,9,0.923,0.802,0.218,0.255,0.812,2,1.601079752
232,1,15,9,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,16,9,0.923,0.025,0.301,0.375,0.812,6,1.0187369
232,1,7,9,0.923,0.802,0.218,0.375,0.812,4,1.601079752
232,1,19,9,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,12,9,0.923,0.802,0.301,0.089,0.812,5,1.601079752
232,1,14,9,0.923,0.802,0.301,0.089,0.812,3,1.601079752
232,0,11,10,0.923,0.802,0.056,0.375,0.812,1,0.601079752
232,0,6,10,0.923,0.802,0.301,0.089,0.812,5,0.601079752
232,0,8,10,0.923,0.025,0.301,0.375,0.812,3,0.0187369
232,0,6,10,0.923,0.802,0.104,0.022,0.152,5,0.112517392
232,1,19,12,0.923,0.802,0.301,0.375,0.152,7,1.112517392
232,0,15,12,0.923,0.802,0.301,0.089,0.812,4,0.601079752
232,0,16,14,0.923,0.802,0.104,0.255,0.152,2,0.112517392
232,0,8,18,0.923,0.802,0.056,0.024,0.152,5,0.112517392
232,0,21,24,0.923,0.802,0.056,0.375,0.812,7,0.601079752
232,1,7,24,0.923,0.802,0.104,0.255,0.812,6,1.601079752
232,1,20,26,0.923,0.802,0.104,0.255,0.812,5,1.601079752
232,0,17,28,0.004,0.802,0.301,0.255,0.152,2,0.000487616
232,0,16,28,0.923,0.802,0.218,0.375,0.812,6,0.601079752
232,0,21,29,0.031,0.135,0.104,0.255,0.152,6,0.00063612
232,0,19,29,0.923,0.802,0.301,0.375,0.812,2,0.601079752
232,0,21,33,0.923,0.802,0.104,0.255,0.812,3,0.601079752
232,0,4,33,0.923,0.135,0.301,0.255,0.812,2,0.10117926
232,0,16,36,0.011,0.802,0.091,0.255,0.812,1,0.007163464
232,0,21,36,0.923,0.802,0.056,0.028,0.152,4,0.112517392
232,0,17,36,0.923,0.802,0.104,0.022,0.812,2,0.601079752
232,1,7,41,0.923,0.802,0.056,0.255,0.812,6,1.601079752
232,1,11,41,0.923,0.802,0.091,0.375,0.812,6,1.601079752
232,0,16,42,0.923,0.802,0.301,0.255,0.152,5,0.112517392
232,0,12,43,0.923,0.802,0.218,0.375,0.812,5,0.601079752
232,1,11,43,0.923,0.802,0.104,0.255,0.152,3,1.112517392
232,1,16,43,0.923,0.802,0.034,0.375,0.152,1,1.112517392
232,0,15,44,0.923,0.802,0.034,0.255,0.812,1,0.601079752
232,0,17,44,0.923,0.802,0.301,0.375,0.812,1,0.601079752
232,0,17,45,0.923,0.802,0.056,0.037,0.812,5,0.601079752
232,0,2,54,0.923,0.135,0.301,0.089,0.152,7,0.01893996
232,0,16,57,0.923,0.802,0.091,0.375,0.812,6,0.601079752
232,1,11,58,0.923,0.802,0.218,0.375,0.812,7,1.601079752
232,1,11,58,0.923,0.802,0.218,0.255,0.812,3,1.601079752
232,1,7,59,0.923,0.802,0.301,0.037,0.812,5,1.601079752
232,0,3,59,0.923,0.802,0.104,0.255,0.812,7,0.601079752
232,1,18,61,0.923,0.802,0.218,0.375,0.152,1,1.112517392
232,1,11,63,0.923,0.802,0.301,0.375,0.152,4,1.112517392
232,0,18,64,0.923,0.802,0.104,0.255,0.812,1,0.601079752
232,1,12,67,0.923,0.802,0.034,0.255,0.812,3,1.601079752
232,1,11,71,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,15,75,0.923,0.802,0.301,0.089,0.812,4,1.601079752
232,1,13,76,0.923,0.802,0.034,0.255,0.812,2,1.601079752
232,1,16,76,0.923,0.802,0.301,0.255,0.812,1,1.601079752
232,1,8,77,0.923,0.802,0.091,0.375,0.812,2,1.601079752
232,1,17,77,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,19,77,0.923,0.802,0.032,0.255,0.812,4,1.601079752
232,0,17,77,0.923,0.802,0.301,0.089,0.812,1,0.601079752
232,0,13,79,0.923,0.802,0.218,0.255,0.812,2,0.601079752
232,0,20,79,0.923,0.802,0.301,0.375,0.812,5,0.601079752
232,0,15,80,0.923,0.802,0.218,0.375,0.812,1,0.601079752
232,1,17,85,0.923,0.802,0.301,0.255,0.812,1,1.601079752
232,1,16,85,0.923,0.802,0.104,0.255,0.152,7,1.112517392
232,0,9,87,0.923,0.802,0.056,0.037,0.152,5,0.112517392
232,0,21,87,0.923,0.802,0.104,0.255,0.152,2,0.112517392
232,1,3,87,0.923,0.802,0.104,0.022,0.812,6,1.601079752
232,0,11,90,0.923,0.802,0.218,0.375,0.152,6,0.112517392
232,1,19,92,0.026,0.802,0.034,0.255,0.812,3,1.016931824
232,0,17,95,0.923,0.802,0.218,0.375,0.037,5,0.027389102
232,1,7,97,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,0,7,98,0.923,0.802,0.301,0.089,0.812,1,0.601079752
232,1,18,100,0.923,0.802,0.218,0.375,0.812,6,1.601079752
232,1,14,100,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,15,100,0.923,0.802,0.104,0.255,0.812,5,1.601079752
232,1,9,100,0.923,0.802,0.034,0.255,0.152,6,1.112517392
232,1,8,101,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,0,10,102,0.923,0.802,0.301,0.375,0.812,1,0.601079752
232,1,13,102,0.923,0.802,0.034,0.039,0.812,1,1.601079752
232,1,14,104,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,1,107,0.923,0.802,0.026,0.022,0.812,7,1.601079752
232,0,6,107,0.923,0.802,0.301,0.089,0.812,1,0.601079752
232,1,16,112,0.026,0.004,0.218,0.037,0.812,4,1.000084448
232,0,21,112,0.923,0.802,0.003,0.039,0.812,4,0.601079752
232,0,9,112,0.923,0.802,0.104,0.255,0.152,3,0.112517392
232,1,12,115,0.923,0.802,0.218,0.375,0.812,3,1.601079752
232,0,13,116,0.923,0.802,0.032,0.039,0.812,2,0.601079752
232,1,7,120,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,16,123,0.923,0.802,0.301,0.255,0.812,3,1.601079752
232,0,7,125,0.923,0.802,0.032,0.037,0.812,1,0.601079752
232,1,14,126,0.923,0.802,0.026,0.028,0.812,2,1.601079752
232,1,19,128,0.031,0.802,0.218,0.375,0.812,4,1.020187944
232,1,9,128,0.923,0.802,0.091,0.038,0.037,5,1.027389102
232,1,8,129,0.923,0.135,0.301,0.089,0.812,1,1.10117926
232,1,19,130,0.923,0.802,0.301,0.375,0.812,6,1.601079752
232,1,15,131,0.923,0.004,0.301,0.089,0.812,5,1.002997904
232,1,22,131,0.923,0.135,0.034,0.255,0.812,3,1.10117926
232,1,23,131,0.923,0.135,0.218,0.255,0.812,3,1.10117926
232,1,8,132,0.923,0.802,0.301,0.089,0.812,5,1.601079752
232,0,11,133,0.923,0.802,0.301,0.375,0.812,7,0.601079752
232,0,8,134,0.923,0.802,0.301,0.375,0.812,6,0.601079752
232,1,1,134,0.923,0.802,0.056,0.039,0.812,7,1.601079752
232,1,18,135,0.923,0.802,0.032,0.255,0.812,2,1.601079752
232,0,20,137,0.923,0.802,0.034,0.255,0.812,1,0.601079752
232,1,15,140,0.923,0.802,0.301,0.038,0.812,6,1.601079752
232,1,20,143,0.031,0.018,0.104,0.028,0.812,4,1.000453096
232,1,22,144,0.923,0.802,0.056,0.048,0.812,7,1.601079752
232,0,4,144,0.923,0.802,0.036,0.048,0.812,6,0.601079752
232,0,16,145,0.923,0.802,0.218,0.255,0.812,1,0.601079752
232,1,11,146,0.923,0.802,0.301,0.028,0.812,1,1.601079752
232,1,23,146,0.923,0.802,0.036,0.048,0.812,2,1.601079752
232,1,18,155,0.923,0.802,0.301,0.375,0.812,3,1.601079752
232,1,6,155,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,13,157,0.923,0.802,0.056,0.255,0.812,2,1.601079752
232,1,13,157,0.923,0.802,0.091,0.045,0.812,6,1.601079752
232,1,5,157,0.923,0.802,0.036,0.255,0.812,1,1.601079752
232,0,17,163,0.923,0.802,0.301,0.375,0.812,4,0.601079752
232,1,16,171,0.923,0.802,0.104,0.255,0.152,4,1.112517392
232,1,10,178,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,21,179,0.923,0.802,0.034,0.375,0.812,3,1.601079752
232,1,6,184,0.923,0.802,0.218,0.375,0.812,1,1.601079752
232,1,9,196,0.923,0.802,0.301,0.089,0.812,4,1.601079752
232,1,20,196,0.923,0.004,0.043,0.045,0.812,2,1.002997904
232,1,11,199,0.923,0.802,0.091,0.045,0.812,2,1.601079752
232,1,11,204,0.923,0.802,0.301,0.375,0.812,1,1.601079752
232,0,13,206,0.923,0.802,0.301,0.375,0.812,2,0.601079752
232,1,19,209,0.923,0.802,0.301,0.375,0.812,7,1.601079752
232,1,17,210,0.923,0.802,0.043,0.375,0.812,4,1.601079752
232,1,7,212,0.923,0.802,0.091,0.375,0.812,5,1.601079752
232,1,8,214,0.923,0.802,0.056,0.255,0.812,6,1.601079752
232,1,8,215,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,14,215,0.923,0.802,0.056,0.255,0.812,1,1.601079752
232,0,19,217,0.923,0.802,0.104,0.045,0.812,4,0.601079752
232,0,6,222,0.923,0.802,0.218,0.375,0.152,5,0.112517392
232,0,1,222,0.923,0.802,0.104,0.375,0.812,2,0.601079752
232,0,23,232,0.923,0.802,0.218,0.255,0.812,2,0.601079752
232,0,0,250,0.923,0.802,0.056,0.048,0.812,7,0.601079752
232,0,16,252,0.923,0.802,0.301,0.045,0.152,7,0.112517392
232,0,18,253,0.923,0.802,0.091,0.375,0.812,2,0.601079752
232,1,17,253,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,6,254,0.923,0.802,0.218,0.375,0.812,1,1.601079752
232,1,22,255,0.923,0.802,0.301,0.375,0.812,6,1.601079752
232,1,21,255,0.923,0.802,0.091,0.045,0.152,5,1.112517392
232,1,4,260,0.923,0.802,0.036,0.048,0.812,7,1.601079752
232,1,3,262,0.923,0.802,0.301,0.045,0.812,7,1.601079752
232,1,21,263,0.923,0.802,0.036,0.048,0.812,6,1.601079752
232,1,17,279,0.923,0.802,0.218,0.375,0.812,1,1.601079752
232,1,0,322,0.923,0.004,0.034,0.375,0.812,4,1.002997904
232,1,9,329,0.923,0.802,0.218,0.375,0.812,6,1.601079752
232,1,19,358,0.923,0.802,0.043,0.255,0.812,6,1.601079752
232,1,19,376,0.923,0.802,0.104,0.375,0.812,3,1.601079752
232,1,10,390,0.923,0.802,0.104,0.255,0.812,1,1.601079752
232,1,17,400,0.923,0.802,0.104,0.024,0.812,7,1.601079752
232,1,19,401,0.923,0.802,0.218,0.045,0.812,7,1.601079752
232,1,8,405,0.923,0.802,0.104,0.375,0.812,6,1.601079752
232,0,9,405,0.923,0.802,0.104,0.037,0.812,4,0.601079752
232,1,18,410,0.011,0.802,0.036,0.048,0.812,4,1.007163464
232,0,8,412,0.923,0.802,0.218,0.255,0.812,3,0.601079752
232,1,18,412,0.923,0.802,0.043,0.255,0.812,1,1.601079752
232,1,10,414,0.923,0.802,0.043,0.045,0.812,3,1.601079752
232,1,10,415,0.923,0.802,0.104,0.255,0.812,7,1.601079752
232,0,6,415,0.923,0.802,0.301,0.375,0.812,7,0.601079752
232,1,7,417,0.923,0.802,0.091,0.038,0.037,1,1.027389102
232,1,10,430,0.923,0.802,0.043,0.024,0.812,1,1.601079752
232,0,12,433,0.923,0.802,0.056,0.255,0.812,7,0.601079752
232,1,10,452,0.923,0.802,0.218,0.255,0.812,7,1.601079752
232,1,12,453,0.923,0.802,0.104,0.255,0.152,4,1.112517392
232,1,19,482,0.923,0.802,0.104,0.255,0.812,6,1.601079752
232,1,20,486,0.923,0.802,0.301,0.045,0.812,6,1.601079752
232,1,8,496,0.923,0.802,0.218,0.375,0.812,2,1.601079752
232,1,19,504,0.923,0.018,0.056,0.255,0.152,7,1.002525328
232,1,21,511,0.923,0.802,0.218,0.045,0.812,6,1.601079752
232,1,9,512,0.923,0.802,0.104,0.045,0.812,5,1.601079752
232,1,13,513,0.923,0.802,0.301,0.089,0.812,5,1.601079752
316,1,12,12,0.923,0.135,0.043,0.375,0.812,4,1.10117926
316,1,17,17,0.923,0.004,0.218,0.045,0.812,2,1.002997904
316,1,9,19,0.923,0.802,0.043,0.037,0.812,6,1.601079752
316,1,1,23,0.923,0.802,0.056,0.022,0.812,3,1.601079752
316,1,12,23,0.923,0.802,0.218,0.375,0.812,2,1.601079752
316,1,13,23,0.923,0.802,0.091,0.375,0.812,6,1.601079752
316,0,11,25,0.923,0.802,0.218,0.375,0.812,6,0.601079752
316,1,16,31,0.923,0.802,0.026,0.255,0.812,3,1.601079752
316,1,8,48,0.923,0.802,0.043,0.375,0.812,1,1.601079752
316,0,8,52,0.923,0.802,0.026,0.039,0.812,4,0.601079752
316,1,23,53,0.923,0.802,0.032,0.375,0.812,5,1.601079752
316,1,7,65,0.923,0.802,0.056,0.255,0.812,2,1.601079752
316,1,11,69,0.923,0.802,0.032,0.255,0.812,3,1.601079752
316,1,7,79,0.923,0.802,0.056,0.255,0.812,2,1.601079752
316,0,19,83,0.923,0.802,0.006,0.375,0.812,1,0.601079752
316,1,19,86,0.923,0.802,0.043,0.045,0.812,6,1.601079752
316,1,7,88,0.923,0.018,0.301,0.037,0.812,2,1.013490568
316,1,23,89,0.923,0.802,0.091,0.045,0.812,7,1.601079752
316,1,22,90,0.923,0.009,0.104,0.255,0.812,4,1.006745284
316,1,21,95,0.923,0.802,0.036,0.048,0.812,2,1.601079752
316,1,21,95,0.923,0.802,0.026,0.024,0.812,6,1.601079752
316,1,18,132,0.923,0.018,0.104,0.375,0.812,6,1.013490568
316,0,21,228,0.923,0.802,0.026,0.255,0.812,1,0.601079752
316,1,3,248,0.923,0.802,0.104,0.048,0.812,1,1.601079752
316,1,17,264,0.923,0.802,0.032,0.255,0.812,6,1.601079752
316,1,7,272,0.923,0.802,0.218,0.045,0.812,5,1.601079752
316,1,18,278,0.923,0.802,0.043,0.375,0.812,7,1.601079752
316,0,11,311,0.923,0.802,0.218,0.375,0.812,3,0.601079752
316,0,14,312,0.923,0.802,0.012,0.255,0.812,2,0.601079752
316,1,12,331,0.923,0.802,0.036,0.048,0.812,3,1.601079752
316,0,23,347,0.923,0.802,0.036,0.048,0.812,1,0.601079752
407,1,22,28,0.923,0.802,0.104,0.037,0.152,7,1.112517392
407,1,9,38,0.923,0.802,0.012,0.375,0.812,1,1.601079752
407,1,11,66,0.923,0.802,0.104,0.022,0.812,1,1.601079752
407,1,8,76,0.026,0.802,0.034,0.255,0.152,7,1.003169504
407,1,20,78,0.923,0.802,0.056,0.255,0.152,2,1.112517392
407,1,8,85,0.923,0.802,0.043,0.039,0.812,3,1.601079752
407,1,14,102,0.923,0.802,0.104,0.375,0.812,2,1.601079752
407,1,19,123,0.923,0.802,0.218,0.038,0.812,4,1.601079752
407,1,23,123,0.923,0.802,0.218,0.375,0.812,1,1.601079752
407,1,15,124,0.923,0.802,0.218,0.375,0.152,2,1.112517392
407,1,18,124,0.923,0.802,0.218,0.045,0.812,6,1.601079752
407,1,14,124,0.923,0.802,0.218,0.375,0.812,3,1.601079752
407,1,10,126,0.923,0.135,0.043,0.375,0.812,6,1.10117926
407,1,20,126,0.923,0.802,0.012,0.089,0.812,4,1.601079752
407,1,18,126,0.923,0.802,0.301,0.089,0.812,5,1.601079752
407,1,12,126,0.923,0.802,0.301,0.089,0.037,2,1.027389102
407,1,11,126,0.923,0.135,0.301,0.089,0.152,6,1.01893996
407,1,10,126,0.923,0.802,0.091,0.375,0.037,2,1.027389102
407,0,14,127,0.923,0.802,0.301,0.089,0.812,1,0.601079752
407,1,9,127,0.923,0.802,0.091,0.038,0.037,5,1.027389102
407,1,20,127,0.923,0.802,0.301,0.089,0.812,4,1.601079752
407,0,20,128,0.923,0.802,0.043,0.038,0.812,3,0.601079752
407,1,9,129,0.031,0.802,0.218,0.089,0.152,4,1.003779024
407,0,17,129,0.923,0.802,0.218,0.045,0.152,2,0.112517392
407,0,4,129,0.923,0.802,0.104,0.045,0.152,6,0.112517392
407,1,18,129,0.031,0.135,0.218,0.089,0.152,5,1.00063612
407,0,5,130,0.923,0.802,0.034,0.039,0.152,5,0.112517392
407,0,9,130,0.923,0.802,0.218,0.255,0.812,3,0.601079752
407,0,1,130,0.923,0.802,0.032,0.037,0.812,6,0.601079752
408,0,9,39,0.923,0.802,0.104,0.022,0.152,6,0.112517392
408,1,14,42,0.923,0.802,0.091,0.024,0.152,4,1.112517392
408,0,11,75,0.923,0.802,0.301,0.255,0.812,1,0.601079752
408,1,18,78,0.923,0.802,0.043,0.038,0.812,7,1.601079752
408,0,18,83,0.031,0.802,0.301,0.089,0.812,7,0.020187944
408,0,13,89,0.026,0.802,0.104,0.375,0.152,4,0.003169504
408,0,15,94,0.923,0.802,0.056,0.022,0.152,3,0.112517392
408,1,20,96,0.026,0.802,0.218,0.255,0.152,7,1.003169504
408,1,3,99,0.923,0.802,0.104,0.022,0.812,6,1.601079752
408,0,17,100,0.026,0.802,0.218,0.375,0.812,2,0.016931824
408,0,12,100,0.923,0.802,0.218,0.375,0.812,6,0.601079752
408,1,17,101,0.923,0.802,0.104,0.375,0.812,6,1.601079752
408,1,15,101,0.923,0.802,0.104,0.255,0.812,1,1.601079752
408,0,10,102,0.923,0.802,0.056,0.255,0.812,1,0.601079752
408,0,10,104,0.923,0.802,0.006,0.255,0.812,4,0.601079752
408,0,22,105,0.923,0.802,0.034,0.037,0.812,1,0.601079752
423,1,17,23,0.923,0.802,0.104,0.255,0.812,7,1.601079752
423,1,1,38,0.923,0.802,0.218,0.045,0.812,1,1.601079752
423,1,11,38,0.923,0.802,0.006,0.255,0.812,4,1.601079752
423,1,13,38,0.923,0.802,0.301,0.089,0.812,1,1.601079752
423,1,9,47,0.923,0.802,0.043,0.024,0.812,6,1.601079752
423,1,12,62,0.923,0.802,0.301,0.089,0.812,4,1.601079752
423,0,6,72,0.923,0.802,0.218,0.375,0.152,5,0.112517392
423,1,21,73,0.923,0.802,0.043,0.024,0.812,3,1.601079752
423,1,14,78,0.026,0.802,0.032,0.255,0.152,7,1.003169504
423,1,18,79,0.026,0.802,0.301,0.045,0.812,6,1.016931824
423,1,14,81,0.923,0.802,0.301,0.039,0.812,3,1.601079752
423,1,14,84,0.923,0.802,0.301,0.375,0.812,3,1.601079752
423,0,22,85,0.923,0.802,0.036,0.048,0.812,3,0.601079752
423,0,22,86,0.923,0.802,0.056,0.048,0.812,6,0.601079752
423,1,21,91,0.001,0.802,0.091,0.255,0.812,7,1.000651224
423,1,7,92,0.923,0.802,0.218,0.022,0.152,4,1.112517392
423,1,18,92,0.923,0.802,0.032,0.375,0.152,5,1.112517392
423,1,17,92,0.923,0.802,0.301,0.375,0.812,1,1.601079752
423,0,12,94,0.923,0.802,0.091,0.038,0.037,6,0.027389102
423,0,20,95,0.923,0.802,0.043,0.024,0.152,7,0.112517392
423,1,20,175,0.923,0.802,0.301,0.089,0.812,2,1.601079752
424,0,6,50,0.026,0.802,0.056,0.045,0.152,3,0.003169504
424,1,4,17,0.923,0.802,0.056,0.255,0.812,6,1.601079752
424,1,11,24,0.923,0.802,0.056,0.375,0.812,7,1.601079752
424,1,19,33,0.923,0.802,0.034,0.037,0.152,5,1.112517392
424,1,16,86,0.923,0.802,0.104,0.039,0.812,7,1.601079752
424,0,11,93,0.923,0.802,0.043,0.038,0.812,1,0.601079752
424,0,9,93,0.923,0.802,0.091,0.375,0.812,3,0.601079752
424,1,23,130,0.923,0.802,0.043,0.045,0.812,6,1.601079752
428,0,13,3,0.923,0.802,0.104,0.024,0.812,1,0.601079752
428,1,12,6,0.923,0.802,0.104,0.022,0.812,7,1.601079752
428,1,12,26,0.923,0.802,0.301,0.089,0.812,5,1.601079752
428,1,1,85,0.923,0.802,0.301,0.255,0.812,4,1.601079752
428,1,10,98,0.923,0.802,0.036,0.048,0.812,4,1.601079752
428,1,15,127,0.923,0.802,0.218,0.375,0.812,1,1.601079752
428,0,10,141,0.923,0.802,0.043,0.375,0.812,3,0.601079752
428,1,22,141,0.923,0.802,0.218,0.045,0.812,7,1.601079752
428,1,3,144,0.923,0.802,0.104,0.048,0.812,3,1.601079752
428,1,18,145,0.923,0.802,0.043,0.024,0.812,1,1.601079752
428,1,18,148,0.923,0.802,0.218,0.255,0.812,1,1.601079752
428,0,6,152,0.923,0.802,0.056,0.255,0.812,6,0.601079752
428,0,12,153,0.923,0.802,0.218,0.375,0.812,4,0.601079752
428,1,1,155,0.923,0.802,0.218,0.255,0.812,7,1.601079752
428,1,7,156,0.923,0.802,0.036,0.048,0.812,6,1.601079752
428,1,18,156,0.923,0.802,0.036,0.048,0.812,7,1.601079752
428,0,19,172,0.923,0.802,0.036,0.048,0.812,4,0.601079752
428,1,8,178,0.923,0.802,0.104,0.089,0.812,7,1.601079752
428,1,22,179,0.923,0.802,0.301,0.045,0.812,3,1.601079752
428,0,14,183,0.923,0.802,0.218,0.024,0.812,6,0.601079752
428,1,16,184,0.923,0.135,0.218,0.375,0.812,5,1.10117926
428,1,13,186,0.923,0.802,0.301,0.089,0.812,1,1.601079752
428,0,15,188,0.923,0.802,0.218,0.375,0.152,3,0.112517392
428,1,21,188,0.923,0.135,0.301,0.045,0.812,5,1.10117926
428,1,13,188,0.923,0.802,0.056,0.037,0.812,6,1.601079752
428,1,16,188,0.923,0.802,0.301,0.038,0.152,3,1.112517392
428,1,10,188,0.923,0.802,0.301,0.375,0.812,2,1.601079752
428,1,18,188,0.923,0.802,0.301,0.089,0.152,1,1.112517392
428,0,8,188,0.923,0.802,0.218,0.024,0.152,5,0.112517392
428,1,11,190,0.923,0.802,0.301,0.089,0.037,1,1.027389102
428,1,18,190,0.923,0.802,0.034,0.028,0.812,1,1.601079752
428,1,8,191,0.923,0.802,0.218,0.089,0.037,4,1.027389102
428,1,13,191,0.923,0.802,0.091,0.038,0.812,1,1.601079752
428,1,15,191,0.923,0.802,0.301,0.089,0.812,4,1.601079752
428,0,23,191,0.923,0.802,0.218,0.375,0.812,7,0.601079752
428,1,16,191,0.923,0.802,0.301,0.089,0.812,5,1.601079752
428,0,16,192,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,19,1,0.923,0.802,0.301,0.037,0.152,2,0.112517392
101,1,22,8,0.923,0.802,0.034,0.037,0.812,6,1.601079752
101,0,14,9,0.923,0.802,0.104,0.045,0.812,4,0.601079752
101,1,0,23,0.923,0.802,0.056,0.255,0.812,7,1.601079752
101,1,14,25,0.923,0.802,0.104,0.022,0.812,4,1.601079752
101,1,10,27,0.923,0.802,0.004,0.255,0.812,4,1.601079752
101,0,21,30,0.031,0.802,0.034,0.039,0.812,3,0.020187944
101,1,13,33,0.923,0.802,0.104,0.255,0.812,4,1.601079752
101,1,5,36,0.923,0.802,0.056,0.375,0.812,6,1.601079752
101,1,4,37,0.923,0.802,0.104,0.375,0.152,2,1.112517392
101,1,15,40,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,1,3,40,0.923,0.135,0.104,0.375,0.152,6,1.01893996
101,1,16,40,0.923,0.802,0.034,0.255,0.812,5,1.601079752
101,1,21,41,0.923,0.802,0.034,0.255,0.812,4,1.601079752
101,1,18,41,0.923,0.135,0.301,0.375,0.812,6,1.10117926
101,1,19,42,0.923,0.802,0.218,0.255,0.812,7,1.601079752
101,0,7,42,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,1,17,43,0.923,0.802,0.091,0.375,0.037,4,1.027389102
101,0,20,43,0.923,0.802,0.034,0.255,0.812,5,0.601079752
101,0,12,43,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,0,9,43,0.923,0.802,0.091,0.375,0.812,6,0.601079752
101,1,7,43,0.923,0.802,0.012,0.255,0.812,5,1.601079752
101,0,15,44,0.923,0.802,0.091,0.375,0.812,5,0.601079752
101,0,17,44,0.923,0.802,0.091,0.375,0.812,1,0.601079752
101,0,9,44,0.923,0.802,0.091,0.255,0.812,1,0.601079752
101,0,8,44,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,0,9,46,0.923,0.802,0.218,0.375,0.812,1,0.601079752
101,0,9,46,0.923,0.802,0.218,0.375,0.812,2,0.601079752
101,0,17,46,0.923,0.802,0.301,0.038,0.812,3,0.601079752
101,0,15,46,0.923,0.802,0.301,0.375,0.812,4,0.601079752
101,1,12,46,0.923,0.025,0.301,0.375,0.812,5,1.0187369
101,1,13,46,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,0,4,47,0.923,0.802,0.043,0.038,0.812,6,0.601079752
101,1,10,47,0.031,0.802,0.034,0.255,0.812,6,1.020187944
101,1,17,47,0.923,0.802,0.301,0.038,0.812,4,1.601079752
101,1,21,47,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,0,15,48,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,0,17,48,0.923,0.802,0.012,0.255,0.812,5,0.601079752
101,1,14,48,0.923,0.802,0.218,0.255,0.812,5,1.601079752
101,0,11,49,0.923,0.802,0.218,0.255,0.812,1,0.601079752
101,0,17,49,0.923,0.802,0.301,0.375,0.812,4,0.601079752
101,0,17,49,0.923,0.802,0.301,0.375,0.812,2,0.601079752
101,1,9,49,0.923,0.802,0.034,0.375,0.152,2,1.112517392
101,0,7,50,0.923,0.802,0.301,0.375,0.812,2,0.601079752
101,0,17,50,0.923,0.802,0.218,0.028,0.812,2,0.601079752
101,0,10,50,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,1,17,50,0.923,0.025,0.301,0.028,0.812,1,1.0187369
