@relation R_data_frame

@attribute BR numeric
@attribute Gravidade numeric
@attribute Hour numeric
@attribute KMArredondado numeric
@attribute tx_RestVisibi numeric
@attribute tx_CondPista numeric
@attribute tx_TipoAcident numeric
@attribute tx_CausaAcident numeric
@attribute tx_TracadoVia numeric
@attribute DiaSemana numeric
@attribute Periodo numeric
@attribute tx_Gravidade numeric

@data
101,1,1,69,0.923,0.802,0.104,0.375,0.152,5,1,2.524
101,0,18,69,0.923,0.802,0.218,0.375,0.812,4,4,2.06
101,0,18,69,0.923,0.802,0.301,0.375,0.812,1,4,2.06
101,0,6,69,0.923,0.802,0.301,0.255,0.812,3,2,2.06
101,1,5,70,0.923,0.802,0.104,0.255,0.812,1,2,3.06
101,1,10,70,0.923,0.802,0.034,0.375,0.812,2,2,3.06
101,1,15,70,0.923,0.802,0.301,0.089,0.812,6,3,3.06
101,1,19,70,0.923,0.802,0.104,0.037,0.152,1,4,2.524
101,0,16,70,0.923,0.802,0.002,0.255,0.152,6,3,1.524
101,0,12,70,0.923,0.802,0.034,0.255,0.812,6,3,2.06
101,0,15,71,0.923,0.802,0.301,0.375,0.812,5,3,2.06
101,1,6,71,0.923,0.135,0.004,0.255,0.812,6,2,2.518
101,0,8,71,0.923,0.802,0.301,0.022,0.812,6,2,2.06
101,1,13,71,0.923,0.802,0.006,0.255,0.812,7,3,3.06
101,1,13,72,0.923,0.802,0.218,0.255,0.812,2,3,3.06
101,0,7,72,0.923,0.802,0.301,0.375,0.812,5,2,2.06
101,1,8,72,0.923,0.802,0.301,0.375,0.812,5,2,3.06
101,1,20,73,0.923,0.802,0.301,0.048,0.152,2,4,2.524
101,1,16,73,0.923,0.802,0.218,0.024,0.812,4,3,3.06
101,1,14,74,0.026,0.802,0.026,0.255,0.152,1,3,1.796
101,1,9,74,0.923,0.802,0.056,0.255,0.152,6,2,2.524
101,1,18,74,0.923,0.802,0.301,0.375,0.812,6,4,3.06
101,0,15,74,0.923,0.802,0.034,0.255,0.812,6,3,2.06
101,1,15,74,0.923,0.802,0.301,0.024,0.812,3,3,3.06
101,0,12,75,0.923,0.802,0.218,0.255,0.812,3,3,2.06
101,1,9,75,0.923,0.802,0.218,0.089,0.152,6,2,2.524
101,0,7,75,0.923,0.802,0.218,0.375,0.812,1,2,2.06
101,1,18,75,0.923,0.802,0.301,0.375,0.812,5,4,3.06
101,1,14,75,0.923,0.802,0.301,0.375,0.812,5,3,3.06
101,0,18,76,0.923,0.802,0.218,0.375,0.812,7,4,2.06
101,0,15,77,0.923,0.802,0.218,0.375,0.812,3,3,2.06
101,0,9,77,0.923,0.802,0.218,0.024,0.812,6,2,2.06
101,1,9,77,0.923,0.802,0.218,0.255,0.812,4,2,3.06
101,1,11,77,0.923,0.802,0.301,0.028,0.812,1,2,3.06
101,1,15,77,0.923,0.802,0.104,0.255,0.812,7,3,3.06
101,0,12,77,0.923,0.025,0.218,0.375,0.812,4,3,1.429
101,1,8,78,0.923,0.802,0.301,0.089,0.812,2,2,3.06
101,0,13,78,0.923,0.802,0.218,0.028,0.152,3,3,1.524
101,0,14,78,0.923,0.802,0.301,0.375,0.812,3,3,2.06
101,0,14,78,0.923,0.802,0.218,0.255,0.812,3,3,2.06
101,1,18,78,0.923,0.802,0.218,0.375,0.037,3,4,2.431
101,1,8,78,0.923,0.802,0.218,0.375,0.037,4,2,2.431
101,1,7,78,0.923,0.802,0.091,0.038,0.812,4,2,3.06
101,0,18,79,0.923,0.802,0.301,0.375,0.037,3,4,1.431
101,1,17,80,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,21,80,0.923,0.135,0.301,0.045,0.812,7,4,2.518
101,1,8,80,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,14,80,0.923,0.802,0.301,0.375,0.152,1,3,2.524
101,1,16,80,0.923,0.802,0.301,0.375,0.812,7,3,3.06
101,1,7,80,0.923,0.802,0.301,0.089,0.037,3,2,2.431
101,1,19,80,0.923,0.802,0.301,0.089,0.037,4,4,2.431
101,1,20,80,0.923,0.802,0.002,0.255,0.812,1,4,3.06
101,0,19,80,0.923,0.802,0.218,0.255,0.037,4,4,1.431
101,0,7,80,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,0,12,80,0.923,0.802,0.301,0.375,0.812,1,3,2.06
101,0,14,80,0.923,0.802,0.301,0.255,0.812,5,3,2.06
101,0,8,80,0.923,0.802,0.218,0.089,0.037,4,2,1.431
101,0,18,81,0.923,0.802,0.091,0.375,0.037,4,4,1.431
101,0,14,81,0.923,0.802,0.301,0.375,0.812,4,3,2.06
101,1,8,81,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,12,82,0.923,0.802,0.218,0.089,0.812,5,3,3.06
101,1,7,82,0.923,0.802,0.218,0.375,0.152,4,2,2.524
101,1,17,82,0.923,0.802,0.218,0.375,0.812,1,3,3.06
101,1,17,82,0.923,0.802,0.091,0.038,0.812,2,3,3.06
101,1,6,82,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,0,18,83,0.923,0.802,0.032,0.255,0.812,4,4,2.06
101,1,14,83,0.923,0.802,0.218,0.255,0.812,3,3,3.06
101,1,14,83,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,14,83,0.923,0.135,0.301,0.375,0.812,5,3,2.518
101,1,17,83,0.031,0.802,0.218,0.375,0.812,1,3,2.336
101,1,8,83,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,1,7,83,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,14,83,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,18,83,0.923,0.802,0.301,0.375,0.812,2,4,3.06
101,1,11,83,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,18,84,0.031,0.802,0.091,0.038,0.812,4,4,2.336
101,1,16,84,0.923,0.802,0.091,0.255,0.812,6,3,3.06
101,1,1,84,0.923,0.802,0.301,0.045,0.812,7,1,3.06
101,1,18,85,0.923,0.802,0.301,0.045,0.037,2,4,2.431
101,1,18,85,0.923,0.802,0.032,0.255,0.812,4,4,3.06
101,1,11,85,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,17,86,0.923,0.802,0.301,0.045,0.812,1,3,3.06
101,1,16,86,0.923,0.802,0.091,0.255,0.812,3,3,3.06
101,0,7,87,0.923,0.135,0.218,0.039,0.812,6,2,1.518
101,0,9,88,0.923,0.802,0.301,0.089,0.812,5,2,2.06
101,1,10,88,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,9,88,0.923,0.802,0.301,0.028,0.812,2,2,3.06
101,1,10,88,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,1,19,88,0.923,0.802,0.104,0.045,0.812,7,4,3.06
101,1,18,89,0.923,0.802,0.301,0.089,0.812,2,4,3.06
101,1,21,89,0.031,0.018,0.034,0.028,0.812,4,4,1.699
101,1,20,89,0.923,0.018,0.104,0.375,0.812,3,4,2.423
101,1,14,89,0.923,0.802,0.032,0.028,0.812,5,3,3.06
101,0,7,90,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,1,8,90,0.923,0.802,0.032,0.039,0.812,4,2,3.06
101,0,20,90,0.923,0.802,0.104,0.255,0.812,5,4,2.06
101,0,9,90,0.923,0.802,0.091,0.375,0.812,5,2,2.06
101,1,13,91,0.923,0.802,0.301,0.255,0.812,1,3,3.06
101,1,4,91,0.923,0.135,0.301,0.037,0.812,6,1,2.518
101,1,9,91,0.923,0.802,0.091,0.375,0.812,1,2,3.06
101,1,6,91,0.923,0.802,0.091,0.375,0.812,6,2,3.06
101,1,15,91,0.923,0.802,0.301,0.038,0.812,2,3,3.06
101,1,9,91,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,11,91,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,13,91,0.923,0.802,0.104,0.375,0.812,3,3,3.06
101,1,13,92,0.923,0.018,0.218,0.375,0.812,5,3,2.423
101,0,18,92,0.923,0.802,0.043,0.255,0.812,3,4,2.06
101,1,18,92,0.026,0.802,0.301,0.255,0.812,5,4,2.332
101,1,15,92,0.923,0.802,0.218,0.375,0.812,4,3,3.06
101,1,8,94,0.923,0.802,0.301,0.375,0.152,4,2,2.524
101,1,16,94,0.923,0.018,0.218,0.375,0.812,2,3,2.423
101,1,21,94,0.026,0.802,0.301,0.089,0.152,2,4,1.796
101,1,8,94,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,1,10,94,0.923,0.802,0.218,0.089,0.152,2,2,2.524
101,1,18,94,0.923,0.802,0.301,0.375,0.152,5,4,2.524
101,1,9,94,0.923,0.802,0.002,0.255,0.152,1,2,2.524
101,1,16,94,0.923,0.802,0.104,0.037,0.152,4,3,2.524
101,0,13,95,0.923,0.802,0.104,0.255,0.152,4,3,1.524
101,1,6,97,0.923,0.802,0.104,0.255,0.152,7,2,2.524
101,1,9,97,0.923,0.802,0.301,0.255,0.812,5,2,3.06
101,1,4,98,0.923,0.802,0.034,0.048,0.812,5,1,3.06
101,1,15,98,0.923,0.802,0.218,0.375,0.812,1,3,3.06
101,1,11,98,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,18,98,0.923,0.802,0.301,0.089,0.812,7,4,3.06
101,0,15,99,0.923,0.802,0.218,0.089,0.812,2,3,2.06
101,1,16,99,0.923,0.802,0.218,0.089,0.812,2,3,3.06
101,1,10,99,0.031,0.802,0.301,0.089,0.037,4,2,1.706
101,1,14,100,0.923,0.802,0.301,0.038,0.812,7,3,3.06
101,1,20,101,0.923,0.802,0.091,0.375,0.812,3,4,3.06
101,0,7,102,0.923,0.802,0.091,0.375,0.812,2,2,2.06
101,0,19,102,0.923,0.802,0.301,0.037,0.812,3,4,2.06
101,1,22,103,0.923,0.802,0.301,0.045,0.812,7,4,3.06
101,1,15,103,0.923,0.802,0.032,0.255,0.152,5,3,2.524
101,0,20,104,0.923,0.802,0.012,0.255,0.812,1,4,2.06
101,1,8,104,0.923,0.802,0.056,0.037,0.152,2,2,2.524
101,1,9,107,0.923,0.135,0.104,0.037,0.152,6,2,1.983
101,1,11,108,0.923,0.802,0.056,0.375,0.812,7,2,3.06
101,0,11,111,0.923,0.802,0.104,0.255,0.152,7,2,1.524
101,1,21,113,0.923,0.802,0.026,0.039,0.152,2,4,2.524
101,0,23,114,0.923,0.802,0.104,0.022,0.152,4,4,1.524
101,0,18,116,0.923,0.802,0.301,0.375,0.812,7,4,2.06
101,1,13,121,0.923,0.802,0.301,0.089,0.812,6,3,3.06
101,0,7,124,0.923,0.135,0.301,0.037,0.037,6,2,0.889
101,1,15,125,0.923,0.802,0.301,0.255,0.812,7,3,3.06
101,0,4,128,0.031,0.802,0.036,0.255,0.812,5,1,1.336
101,0,18,128,0.923,0.802,0.301,0.255,0.812,4,4,2.06
101,0,17,131,0.923,0.802,0.056,0.255,0.037,3,3,1.431
101,0,17,151,0.923,0.802,0.032,0.255,0.812,5,3,2.06
101,1,14,151,0.026,0.025,0.043,0.375,0.152,5,3,1.165
101,0,9,156,0.923,0.802,0.104,0.255,0.812,1,2,2.06
101,0,18,157,0.923,0.135,0.301,0.255,0.152,5,4,0.983
101,1,10,167,0.923,0.802,0.043,0.024,0.152,5,2,2.524
101,1,16,171,0.923,0.802,0.043,0.375,0.812,7,3,3.06
101,1,11,174,0.923,0.802,0.034,0.255,0.812,2,2,3.06
101,0,19,209,0.923,0.802,0.218,0.375,0.812,4,4,2.06
101,1,5,3,0.026,0.802,0.026,0.022,0.152,5,2,1.796
101,0,8,4,0.923,0.802,0.036,0.048,0.812,1,2,2.06
101,1,21,5,0.004,0.802,0.218,0.375,0.812,7,4,2.314
101,1,7,5,0.923,0.802,0.301,0.089,0.812,6,2,3.06
101,1,16,7,0.923,0.802,0.043,0.375,0.812,3,3,3.06
101,0,3,8,0.923,0.802,0.026,0.375,0.812,4,1,2.06
101,0,15,9,0.923,0.018,0.091,0.375,0.812,3,3,1.423
101,0,17,10,0.923,0.802,0.104,0.255,0.812,2,3,2.06
101,1,6,11,0.923,0.018,0.301,0.375,0.812,7,2,2.423
101,1,19,14,0.923,0.802,0.026,0.375,0.812,1,4,3.06
101,1,13,14,0.923,0.018,0.301,0.089,0.812,5,3,2.423
101,1,20,14,0.923,0.802,0.301,0.255,0.812,1,4,3.06
101,1,10,20,0.923,0.802,0.091,0.375,0.812,2,2,3.06
101,1,7,21,0.923,0.135,0.056,0.255,0.152,1,2,1.983
101,1,12,21,0.923,0.802,0.026,0.255,0.152,4,3,2.524
101,1,17,24,0.923,0.802,0.034,0.255,0.812,4,3,3.06
101,1,5,28,0.923,0.018,0.104,0.022,0.152,3,2,1.888
101,0,6,31,0.923,0.802,0.043,0.024,0.812,1,2,2.06
101,0,9,31,0.923,0.802,0.301,0.375,0.152,1,2,1.524
101,1,17,32,0.923,0.018,0.218,0.375,0.812,2,3,2.423
101,0,9,37,0.923,0.018,0.301,0.375,0.812,1,2,1.423
101,1,19,38,0.923,0.802,0.043,0.375,0.812,4,4,3.06
101,0,19,39,0.031,0.018,0.034,0.038,0.812,5,4,0.699
101,0,16,4,0.923,0.802,0.301,0.375,0.812,5,3,2.06
101,0,12,40,0.923,0.802,0.301,0.375,0.812,3,3,2.06
101,1,17,40,0.923,0.018,0.301,0.375,0.812,5,3,2.423
101,1,10,40,0.923,0.802,0.091,0.375,0.812,4,2,3.06
101,1,17,40,0.923,0.802,0.301,0.089,0.812,5,3,3.06
101,0,18,41,0.923,0.802,0.043,0.375,0.812,6,4,2.06
101,1,22,41,0.923,0.802,0.218,0.255,0.812,4,4,3.06
101,1,14,41,0.923,0.802,0.301,0.039,0.812,2,3,3.06
101,1,6,41,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,0,5,42,0.923,0.802,0.034,0.255,0.812,1,2,2.06
101,1,20,42,0.923,0.802,0.301,0.089,0.152,6,4,2.524
101,1,13,42,0.923,0.802,0.218,0.375,0.152,2,3,2.524
101,0,18,43,0.923,0.802,0.218,0.375,0.812,5,4,2.06
101,0,12,44,0.923,0.802,0.301,0.089,0.812,3,3,2.06
101,0,13,45,0.923,0.802,0.218,0.375,0.812,5,3,2.06
101,1,15,45,0.923,0.802,0.218,0.375,0.812,1,3,3.06
101,1,17,45,0.923,0.802,0.301,0.375,0.812,4,3,3.06
101,1,1,46,0.923,0.802,0.301,0.375,0.812,3,1,3.06
101,1,19,46,0.923,0.802,0.301,0.375,0.812,7,4,3.06
101,1,15,46,0.923,0.802,0.301,0.037,0.812,1,3,3.06
101,0,17,49,0.923,0.802,0.091,0.375,0.812,1,3,2.06
101,0,16,49,0.923,0.802,0.301,0.375,0.812,3,3,2.06
101,1,16,50,0.923,0.802,0.034,0.375,0.812,5,3,3.06
101,1,8,50,0.923,0.802,0.012,0.375,0.037,2,2,2.431
101,1,20,50,0.923,0.802,0.218,0.089,0.812,5,4,3.06
101,1,9,50,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,11,51,0.923,0.802,0.034,0.375,0.812,7,2,3.06
101,1,16,51,0.923,0.802,0.301,0.375,0.812,6,3,3.06
101,1,15,51,0.923,0.802,0.301,0.375,0.812,4,3,3.06
101,1,14,52,0.923,0.802,0.301,0.038,0.812,2,3,3.06
101,1,14,52,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,21,53,0.923,0.802,0.034,0.255,0.812,6,4,3.06
101,1,21,54,0.923,0.802,0.012,0.255,0.812,6,4,3.06
101,1,20,54,0.923,0.802,0.032,0.255,0.812,6,4,3.06
101,1,14,55,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,5,57,0.923,0.802,0.056,0.255,0.152,2,2,2.524
101,1,20,57,0.923,0.802,0.218,0.039,0.812,3,4,3.06
101,0,8,57,0.026,0.802,0.003,0.255,0.812,3,2,1.332
101,0,10,57,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,0,8,57,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,1,9,58,0.923,0.802,0.104,0.255,0.812,1,2,3.06
101,0,7,58,0.923,0.802,0.091,0.255,0.812,6,2,2.06
101,0,8,59,0.923,0.802,0.104,0.255,0.812,3,2,2.06
101,0,4,59,0.923,0.802,0.056,0.255,0.812,6,1,2.06
101,1,18,59,0.026,0.802,0.043,0.039,0.152,1,4,1.796
101,1,17,59,0.923,0.802,0.032,0.255,0.812,4,3,3.06
101,1,7,59,0.026,0.802,0.301,0.089,0.812,1,2,2.332
101,1,14,60,0.923,0.802,0.218,0.375,0.152,4,3,2.524
101,0,9,60,0.923,0.802,0.218,0.375,0.812,1,2,2.06
101,0,20,60,0.923,0.802,0.301,0.255,0.812,1,4,2.06
101,0,13,61,0.923,0.802,0.012,0.375,0.812,2,3,2.06
101,1,11,61,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,16,63,0.923,0.802,0.301,0.089,0.812,3,3,3.06
101,1,5,64,0.923,0.802,0.301,0.255,0.812,3,2,3.06
101,1,14,64,0.923,0.802,0.301,0.255,0.812,5,3,3.06
101,1,22,64,0.923,0.802,0.032,0.255,0.812,5,4,3.06
101,1,6,65,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,7,65,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,19,65,0.923,0.802,0.301,0.255,0.812,5,4,3.06
101,0,7,65,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,1,7,65,0.923,0.802,0.218,0.255,0.812,6,2,3.06
101,1,19,66,0.923,0.802,0.301,0.375,0.812,1,4,3.06
101,1,19,66,0.923,0.802,0.301,0.375,0.812,5,4,3.06
101,1,12,66,0.923,0.802,0.301,0.089,0.812,3,3,3.06
101,1,10,66,0.923,0.802,0.301,0.089,0.812,2,2,3.06
101,1,16,66,0.923,0.802,0.301,0.089,0.812,6,3,3.06
101,1,12,66,0.923,0.802,0.218,0.255,0.812,5,3,3.06
101,1,15,66,0.923,0.802,0.301,0.089,0.812,3,3,3.06
101,1,12,66,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,20,67,0.923,0.802,0.218,0.255,0.812,1,4,3.06
101,1,18,67,0.923,0.802,0.218,0.255,0.812,1,4,3.06
101,0,13,67,0.923,0.802,0.218,0.039,0.812,3,3,2.06
101,0,10,67,0.923,0.802,0.218,0.375,0.812,6,2,2.06
101,0,16,67,0.923,0.802,0.301,0.375,0.812,5,3,2.06
101,0,9,67,0.923,0.802,0.004,0.039,0.812,3,2,2.06
101,1,19,67,0.923,0.802,0.218,0.255,0.812,1,4,3.06
101,1,9,67,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,9,67,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,1,13,67,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,10,67,0.923,0.802,0.218,0.089,0.812,5,2,3.06
101,1,17,67,0.923,0.802,0.218,0.255,0.812,2,3,3.06
101,1,12,67,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,17,67,0.923,0.802,0.301,0.255,0.812,5,3,3.06
101,0,11,67,0.923,0.802,0.218,0.375,0.812,3,2,2.06
101,0,7,67,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,1,8,68,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,18,68,0.923,0.802,0.301,0.255,0.812,1,4,3.06
101,1,7,68,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,8,68,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,1,8,68,0.923,0.802,0.301,0.255,0.812,5,2,3.06
101,1,12,68,0.026,0.802,0.218,0.255,0.812,1,3,2.332
101,1,9,68,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,11,69,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,0,22,69,0.923,0.802,0.034,0.045,0.812,6,4,2.06
101,0,12,69,0.923,0.802,0.301,0.255,0.812,6,3,2.06
101,1,6,69,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,2,69,0.923,0.802,0.104,0.375,0.812,2,1,3.06
101,1,17,69,0.923,0.802,0.218,0.375,0.812,1,3,3.06
101,1,7,69,0.923,0.802,0.218,0.255,0.812,1,2,3.06
101,0,4,69,0.923,0.802,0.104,0.375,0.812,6,1,2.06
101,1,21,69,0.031,0.802,0.301,0.038,0.152,2,4,1.8
101,1,17,70,0.923,0.802,0.301,0.089,0.812,7,3,3.06
101,1,17,70,0.923,0.802,0.301,0.089,0.812,4,3,3.06
101,1,8,70,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,14,70,0.923,0.802,0.034,0.255,0.152,5,3,2.524
101,1,6,70,0.923,0.802,0.091,0.375,0.152,2,2,2.524
101,1,14,70,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,17,70,0.923,0.802,0.301,0.255,0.152,2,3,2.524
101,1,7,70,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,0,0,71,0.923,0.802,0.036,0.048,0.812,5,1,2.06
101,0,17,71,0.923,0.802,0.012,0.375,0.812,7,3,2.06
101,0,14,71,0.923,0.802,0.218,0.375,0.812,1,3,2.06
101,0,7,71,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,0,5,71,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,0,11,72,0.923,0.802,0.301,0.375,0.812,1,2,2.06
101,0,5,72,0.923,0.802,0.104,0.045,0.152,5,2,1.524
101,1,6,73,0.923,0.135,0.301,0.375,0.812,3,2,2.518
101,1,10,73,0.923,0.802,0.301,0.048,0.812,6,2,3.06
101,1,9,73,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,0,21,74,0.923,0.802,0.301,0.038,0.812,1,4,2.06
101,1,22,74,0.923,0.135,0.036,0.048,0.812,2,4,2.518
101,0,13,74,0.923,0.802,0.056,0.039,0.152,1,3,1.524
101,0,23,74,0.923,0.802,0.218,0.375,0.152,5,4,1.524
101,0,20,74,0.923,0.802,0.301,0.045,0.812,6,4,2.06
101,0,20,74,0.923,0.802,0.301,0.089,0.812,6,4,2.06
101,0,16,75,0.923,0.802,0.034,0.039,0.812,5,3,2.06
101,0,7,75,0.923,0.802,0.301,0.375,0.812,5,2,2.06
101,1,8,77,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,0,7,77,0.923,0.802,0.218,0.375,0.037,4,2,1.431
101,0,9,77,0.923,0.802,0.091,0.375,0.812,5,2,2.06
101,0,7,78,0.923,0.802,0.218,0.375,0.812,2,2,2.06
101,0,6,78,0.923,0.802,0.056,0.255,0.812,7,2,2.06
101,0,6,78,0.923,0.802,0.218,0.375,0.812,1,2,2.06
101,0,14,78,0.923,0.802,0.218,0.375,0.812,1,3,2.06
101,0,9,78,0.923,0.802,0.218,0.255,0.152,3,2,1.524
101,0,10,78,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,0,9,78,0.923,0.802,0.301,0.255,0.812,6,2,2.06
101,1,19,78,0.923,0.802,0.218,0.255,0.812,4,4,3.06
101,1,10,78,0.923,0.802,0.301,0.039,0.812,3,2,3.06
101,0,22,79,0.923,0.802,0.036,0.048,0.812,3,4,2.06
101,0,6,79,0.923,0.802,0.026,0.255,0.812,5,2,2.06
101,1,18,80,0.923,0.802,0.218,0.375,0.812,2,4,3.06
101,1,18,80,0.923,0.802,0.218,0.375,0.812,3,4,3.06
101,1,18,80,0.923,0.802,0.218,0.375,0.812,3,4,3.06
101,1,10,80,0.923,0.025,0.056,0.255,0.812,7,2,2.429
101,1,4,80,0.923,0.135,0.026,0.375,0.812,3,1,2.518
101,1,18,80,0.031,0.802,0.091,0.375,0.812,3,4,2.336
101,1,14,80,0.923,0.802,0.218,0.375,0.037,3,3,2.431
101,1,9,80,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,1,6,80,0.923,0.802,0.218,0.255,0.812,3,2,3.06
101,1,7,80,0.923,0.802,0.091,0.375,0.812,1,2,3.06
101,1,15,80,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,10,80,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,18,80,0.923,0.802,0.301,0.375,0.812,2,4,3.06
101,0,18,80,0.923,0.802,0.218,0.375,0.037,4,4,1.431
101,0,9,80,0.031,0.802,0.218,0.375,0.812,3,2,1.336
101,0,15,80,0.031,0.802,0.301,0.375,0.812,3,3,1.336
101,0,10,81,0.923,0.802,0.056,0.255,0.812,4,2,2.06
101,0,9,81,0.923,0.802,0.218,0.375,0.812,3,2,2.06
101,1,19,81,0.923,0.802,0.034,0.255,0.812,6,4,3.06
101,1,6,81,0.923,0.802,0.218,0.375,0.152,1,2,2.524
101,1,19,81,0.923,0.802,0.218,0.375,0.812,1,4,3.06
101,1,11,81,0.923,0.802,0.218,0.089,0.812,3,2,3.06
101,1,16,82,0.923,0.802,0.012,0.375,0.812,5,3,3.06
101,1,10,82,0.923,0.802,0.012,0.045,0.812,7,2,3.06
101,1,10,82,0.923,0.802,0.218,0.375,0.152,7,2,2.524
101,1,17,82,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,18,82,0.923,0.802,0.218,0.375,0.812,5,4,3.06
101,1,8,82,0.923,0.802,0.218,0.255,0.152,3,2,2.524
101,1,20,82,0.923,0.802,0.218,0.255,0.812,6,4,3.06
101,1,6,82,0.923,0.802,0.301,0.048,0.152,1,2,2.524
101,1,5,82,0.923,0.802,0.301,0.255,0.812,7,2,3.06
101,1,19,82,0.923,0.004,0.032,0.255,0.812,2,4,2.412
101,1,20,83,0.923,0.802,0.301,0.375,0.037,1,4,2.431
101,1,16,83,0.001,0.802,0.036,0.048,0.812,2,3,2.311
101,1,19,83,0.923,0.802,0.218,0.038,0.812,5,4,3.06
101,1,15,83,0.923,0.802,0.218,0.038,0.812,3,3,3.06
101,1,18,83,0.923,0.802,0.218,0.375,0.812,5,4,3.06
101,1,16,83,0.923,0.802,0.218,0.045,0.812,7,3,3.06
101,1,17,83,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,10,83,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,1,17,85,0.923,0.802,0.091,0.375,0.812,1,3,3.06
101,1,22,85,0.923,0.802,0.056,0.255,0.812,7,4,3.06
101,1,22,86,0.923,0.802,0.043,0.375,0.812,1,4,3.06
101,0,16,87,0.923,0.802,0.218,0.375,0.812,3,3,2.06
101,1,13,88,0.923,0.802,0.056,0.375,0.812,4,3,3.06
101,1,11,89,0.031,0.802,0.036,0.048,0.812,2,2,2.336
101,1,13,89,0.923,0.802,0.301,0.028,0.812,2,3,3.06
101,1,18,89,0.923,0.802,0.218,0.255,0.812,7,4,3.06
101,0,19,90,0.923,0.802,0.301,0.255,0.812,2,4,2.06
101,0,13,91,0.923,0.802,0.301,0.375,0.812,4,3,2.06
101,1,17,91,0.031,0.802,0.012,0.375,0.812,5,3,2.336
101,1,12,91,0.923,0.802,0.218,0.038,0.037,4,3,2.431
101,1,19,91,0.923,0.802,0.301,0.375,0.812,3,4,3.06
101,0,19,92,0.923,0.802,0.034,0.255,0.812,1,4,2.06
101,0,20,92,0.923,0.802,0.218,0.375,0.812,1,4,2.06
101,1,8,92,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,6,92,0.923,0.802,0.301,0.375,0.812,6,2,3.06
101,1,17,92,0.923,0.802,0.301,0.375,0.812,7,3,3.06
101,1,19,92,0.923,0.802,0.301,0.024,0.812,5,4,3.06
101,1,7,92,0.923,0.802,0.104,0.022,0.812,7,2,3.06
101,1,9,92,0.923,0.802,0.091,0.375,0.812,1,2,3.06
101,0,14,93,0.923,0.802,0.301,0.375,0.812,4,3,2.06
101,1,12,93,0.923,0.802,0.056,0.375,0.812,2,3,3.06
101,1,7,93,0.923,0.802,0.301,0.089,0.812,1,2,3.06
