@relation R_data_frame

@attribute BR numeric
@attribute Gravidade numeric
@attribute Hour numeric
@attribute KMArredondado numeric
@attribute tx_RestVisibi numeric
@attribute tx_CondPista numeric
@attribute tx_TipoAcident numeric
@attribute tx_CausaAcident numeric
@attribute tx_TracadoVia numeric
@attribute DiaSemana numeric
@attribute Periodo numeric
@attribute tx_Gravidade numeric

@data
101,1,10,46,0.923,0.018,0.301,0.089,0.812,5,2,2.423
101,1,7,46,0.923,0.802,0.091,0.375,0.812,4,2,3.06
101,1,15,46,0.923,0.802,0.301,0.375,0.812,5,3,3.06
101,1,8,47,0.923,0.802,0.003,0.039,0.812,2,2,3.06
101,1,9,48,0.923,0.802,0.012,0.038,0.812,2,2,3.06
101,1,11,48,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,0,16,49,0.923,0.802,0.218,0.375,0.812,5,3,2.06
101,0,19,49,0.923,0.802,0.034,0.255,0.812,7,4,2.06
101,0,19,49,0.923,0.802,0.218,0.375,0.812,7,4,2.06
101,0,8,49,0.923,0.802,0.218,0.375,0.812,4,2,2.06
101,0,13,49,0.923,0.802,0.218,0.375,0.037,1,3,1.431
101,0,14,49,0.923,0.802,0.091,0.038,0.812,3,3,2.06
101,1,13,50,0.923,0.802,0.034,0.375,0.812,5,3,3.06
101,1,6,50,0.923,0.802,0.218,0.375,0.812,6,2,3.06
101,1,13,50,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,1,19,50,0.923,0.802,0.218,0.375,0.812,1,4,3.06
101,1,14,50,0.923,0.802,0.218,0.375,0.152,2,3,2.524
101,1,13,50,0.923,0.802,0.218,0.375,0.152,2,3,2.524
101,1,16,50,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,1,15,50,0.923,0.802,0.218,0.255,0.812,4,3,3.06
101,1,21,50,0.923,0.802,0.218,0.037,0.037,6,4,2.431
101,1,12,50,0.923,0.802,0.091,0.375,0.812,4,3,3.06
101,1,18,50,0.923,0.802,0.091,0.375,0.812,6,4,3.06
101,1,7,50,0.923,0.025,0.218,0.028,0.812,4,2,2.429
101,1,5,50,0.923,0.025,0.003,0.255,0.812,4,2,2.429
101,0,17,50,0.923,0.802,0.091,0.375,0.812,7,3,2.06
101,1,10,51,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,17,51,0.923,0.802,0.218,0.038,0.812,1,3,3.06
101,1,10,51,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,1,14,51,0.923,0.802,0.218,0.255,0.152,5,3,2.524
101,1,12,51,0.923,0.802,0.091,0.375,0.037,5,3,2.431
101,1,7,51,0.923,0.802,0.091,0.375,0.812,1,2,3.06
101,1,9,51,0.923,0.802,0.301,0.037,0.812,6,2,3.06
101,1,12,52,0.923,0.802,0.301,0.375,0.812,2,3,3.06
101,1,0,52,0.923,0.802,0.034,0.255,0.812,7,1,3.06
101,0,5,52,0.923,0.802,0.026,0.039,0.152,3,2,1.524
101,1,12,52,0.923,0.025,0.091,0.028,0.812,1,3,2.429
101,1,14,52,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,15,52,0.923,0.802,0.218,0.375,0.152,2,3,2.524
101,1,6,52,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,10,52,0.923,0.802,0.032,0.089,0.812,3,2,3.06
101,1,17,53,0.923,0.802,0.218,0.255,0.812,5,3,3.06
101,1,6,54,0.923,0.802,0.218,0.038,0.812,3,2,3.06
101,1,6,54,0.923,0.025,0.301,0.028,0.812,4,2,2.429
101,1,10,55,0.923,0.025,0.104,0.028,0.812,1,2,2.429
101,1,16,55,0.923,0.802,0.056,0.255,0.812,2,3,3.06
101,1,16,55,0.923,0.802,0.043,0.375,0.812,6,3,3.06
101,1,6,55,0.923,0.025,0.301,0.028,0.812,2,2,2.429
101,0,7,56,0.923,0.802,0.218,0.375,0.812,1,2,2.06
101,1,7,58,0.923,0.135,0.218,0.255,0.812,7,2,2.518
101,0,15,58,0.923,0.802,0.034,0.375,0.152,3,3,1.524
101,0,11,59,0.923,0.802,0.218,0.375,0.812,7,2,2.06
101,1,8,59,0.923,0.025,0.301,0.028,0.812,5,2,2.429
101,1,13,59,0.923,0.025,0.301,0.089,0.812,3,3,2.429
101,1,23,60,0.923,0.802,0.301,0.375,0.812,1,4,3.06
101,0,8,60,0.923,0.135,0.301,0.089,0.812,7,2,1.518
101,0,17,60,0.923,0.802,0.301,0.255,0.812,5,3,2.06
101,1,16,61,0.923,0.025,0.301,0.375,0.812,5,3,2.429
101,1,8,61,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,14,63,0.923,0.802,0.301,0.089,0.812,2,3,3.06
101,1,10,63,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,4,64,0.001,0.802,0.218,0.255,0.812,3,1,2.311
101,1,22,64,0.923,0.802,0.218,0.255,0.812,5,4,3.06
101,1,7,65,0.923,0.802,0.301,0.037,0.812,1,2,3.06
101,1,7,65,0.923,0.025,0.301,0.089,0.812,1,2,2.429
101,1,17,66,0.923,0.025,0.218,0.255,0.812,4,3,2.429
101,1,15,66,0.923,0.802,0.301,0.089,0.812,2,3,3.06
101,1,14,67,0.923,0.802,0.301,0.255,0.812,2,3,3.06
101,1,7,67,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,8,67,0.923,0.802,0.301,0.089,0.812,5,2,3.06
101,1,19,67,0.923,0.802,0.301,0.375,0.812,4,4,3.06
101,1,9,68,0.923,0.802,0.034,0.255,0.812,7,2,3.06
101,1,10,68,0.923,0.802,0.218,0.375,0.812,7,2,3.06
101,1,5,68,0.923,0.802,0.301,0.089,0.812,6,2,3.06
101,1,17,68,0.003,0.802,0.301,0.037,0.812,1,3,2.313
101,1,16,68,0.923,0.802,0.218,0.375,0.037,4,3,2.431
101,1,12,68,0.923,0.802,0.091,0.255,0.812,1,3,3.06
101,1,19,68,0.923,0.802,0.301,0.255,0.152,2,4,2.524
101,1,11,68,0.923,0.802,0.301,0.255,0.812,1,2,3.06
101,1,10,68,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,19,69,0.923,0.802,0.034,0.255,0.812,5,4,3.06
101,1,8,69,0.923,0.802,0.091,0.038,0.812,1,2,3.06
101,1,13,69,0.923,0.802,0.032,0.028,0.812,4,3,3.06
101,0,17,69,0.026,0.802,0.218,0.038,0.812,5,3,1.332
101,1,9,69,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,1,10,69,0.923,0.802,0.301,0.089,0.812,2,2,3.06
101,1,11,69,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,1,8,69,0.923,0.135,0.218,0.375,0.812,1,2,2.518
101,1,8,69,0.923,0.802,0.218,0.024,0.812,2,2,3.06
101,1,7,70,0.923,0.802,0.218,0.022,0.812,7,2,3.06
101,1,16,70,0.923,0.802,0.218,0.375,0.152,3,3,2.524
101,0,8,70,0.923,0.802,0.301,0.089,0.812,2,2,2.06
101,1,10,70,0.923,0.135,0.218,0.375,0.152,2,2,1.983
101,1,14,70,0.923,0.802,0.012,0.255,0.812,4,3,3.06
101,1,8,70,0.923,0.802,0.301,0.089,0.812,1,2,3.06
101,0,22,70,0.923,0.025,0.091,0.375,0.812,4,4,1.429
101,0,11,70,0.923,0.802,0.034,0.375,0.812,3,2,2.06
101,0,16,70,0.923,0.802,0.301,0.089,0.812,1,3,2.06
101,0,12,71,0.923,0.802,0.301,0.028,0.152,2,3,1.524
101,0,0,71,0.923,0.802,0.091,0.375,0.812,3,1,2.06
101,1,13,71,0.923,0.025,0.301,0.037,0.812,6,3,2.429
101,1,16,71,0.923,0.025,0.032,0.028,0.812,2,3,2.429
101,1,11,71,0.923,0.802,0.218,0.375,0.812,6,2,3.06
101,1,1,72,0.923,0.802,0.036,0.048,0.812,2,1,3.06
101,1,8,73,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,0,6,74,0.923,0.025,0.301,0.037,0.812,4,2,1.429
101,0,17,74,0.923,0.802,0.301,0.089,0.812,2,3,2.06
101,0,16,75,0.923,0.025,0.032,0.375,0.152,1,3,0.893
101,1,10,75,0.923,0.025,0.301,0.089,0.812,1,2,2.429
101,0,17,76,0.923,0.802,0.034,0.045,0.812,7,3,2.06
101,1,13,76,0.923,0.802,0.218,0.028,0.037,5,3,2.431
101,0,16,76,0.923,0.802,0.218,0.255,0.812,2,3,2.06
101,1,18,77,0.923,0.802,0.218,0.375,0.812,5,4,3.06
101,1,11,78,0.026,0.025,0.301,0.089,0.812,5,2,1.701
101,1,11,78,0.923,0.025,0.104,0.028,0.152,4,2,1.893
101,0,16,78,0.923,0.802,0.034,0.375,0.812,6,3,2.06
101,0,22,78,0.923,0.802,0.034,0.045,0.152,6,4,1.524
101,0,14,78,0.923,0.802,0.218,0.028,0.812,4,3,2.06
101,1,15,78,0.026,0.802,0.218,0.038,0.037,1,3,1.702
101,1,20,78,0.923,0.802,0.091,0.375,0.152,7,4,2.524
101,1,14,78,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,12,78,0.923,0.802,0.301,0.089,0.812,6,3,3.06
101,0,9,79,0.923,0.802,0.301,0.255,0.812,5,2,2.06
101,1,8,80,0.923,0.025,0.301,0.375,0.812,2,2,2.429
101,1,22,80,0.031,0.802,0.301,0.375,0.152,1,4,1.8
101,1,14,80,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,0,7,81,0.923,0.802,0.091,0.375,0.812,5,2,2.06
101,1,21,81,0.923,0.802,0.301,0.037,0.812,4,4,3.06
101,1,20,82,0.923,0.802,0.056,0.255,0.152,7,4,2.524
101,1,15,82,0.923,0.802,0.218,0.039,0.812,4,3,3.06
101,1,10,82,0.923,0.802,0.218,0.255,0.812,7,2,3.06
101,1,6,82,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,8,83,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,1,13,83,0.923,0.802,0.091,0.038,0.812,1,3,3.06
101,1,9,83,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,9,83,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,17,83,0.923,0.802,0.301,0.089,0.812,4,3,3.06
101,1,18,83,0.923,0.802,0.301,0.089,0.812,4,4,3.06
101,1,5,83,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,12,84,0.923,0.802,0.218,0.255,0.812,3,3,3.06
101,0,15,85,0.923,0.802,0.032,0.255,0.812,3,3,2.06
101,1,8,85,0.923,0.802,0.301,0.375,0.812,2,2,3.06
101,1,17,85,0.923,0.802,0.301,0.089,0.812,1,3,3.06
101,1,21,86,0.923,0.802,0.056,0.045,0.812,7,4,3.06
101,1,6,86,0.923,0.802,0.301,0.089,0.812,6,2,3.06
101,0,14,87,0.923,0.802,0.091,0.255,0.812,2,3,2.06
101,0,8,87,0.923,0.802,0.301,0.089,0.812,7,2,2.06
101,0,12,87,0.923,0.004,0.036,0.048,0.812,1,3,1.412
101,0,21,88,0.923,0.802,0.032,0.255,0.812,7,4,2.06
101,1,15,89,0.923,0.135,0.301,0.255,0.812,7,3,2.518
101,1,15,89,0.923,0.802,0.301,0.037,0.812,5,3,3.06
101,0,13,90,0.923,0.802,0.034,0.039,0.812,1,3,2.06
101,0,9,90,0.923,0.802,0.218,0.375,0.812,2,2,2.06
101,0,7,91,0.923,0.135,0.091,0.375,0.812,7,2,1.518
101,1,15,94,0.923,0.802,0.104,0.375,0.152,1,3,2.524
101,1,9,94,0.923,0.802,0.301,0.375,0.152,3,2,2.524
101,0,16,95,0.923,0.802,0.301,0.375,0.812,5,3,2.06
101,0,16,95,0.923,0.802,0.301,0.255,0.812,5,3,2.06
101,1,13,97,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,14,100,0.923,0.802,0.301,0.045,0.812,3,3,3.06
101,0,23,101,0.923,0.802,0.043,0.375,0.812,1,4,2.06
101,0,10,101,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,0,11,101,0.923,0.802,0.104,0.255,0.812,3,2,2.06
101,0,13,104,0.923,0.135,0.218,0.375,0.812,7,3,1.518
101,0,18,104,0.031,0.802,0.091,0.375,0.812,5,4,1.336
101,1,8,105,0.923,0.802,0.056,0.037,0.152,6,2,2.524
101,0,14,105,0.923,0.025,0.218,0.039,0.812,6,3,1.429
101,1,13,113,0.923,0.802,0.218,0.375,0.152,4,3,2.524
101,0,18,119,0.923,0.802,0.056,0.022,0.812,2,4,2.06
101,1,17,127,0.923,0.802,0.032,0.255,0.812,2,3,3.06
101,0,22,127,0.923,0.802,0.301,0.375,0.812,4,4,2.06
101,1,13,127,0.923,0.802,0.034,0.375,0.812,3,3,3.06
101,1,7,130,0.923,0.135,0.301,0.089,0.812,1,2,2.518
101,0,7,131,0.923,0.135,0.002,0.255,0.812,7,2,1.518
101,1,15,136,0.923,0.135,0.026,0.037,0.812,7,3,2.518
101,1,4,136,0.923,0.802,0.056,0.255,0.812,6,1,3.06
101,1,19,137,0.923,0.802,0.056,0.037,0.152,5,4,2.524
101,1,3,137,0.031,0.135,0.301,0.255,0.152,5,1,1.258
101,1,14,141,0.923,0.802,0.056,0.022,0.812,5,3,3.06
101,0,10,152,0.923,0.135,0.104,0.255,0.152,5,2,0.983
101,0,21,155,0.923,0.802,0.301,0.375,0.812,7,4,2.06
101,0,8,185,0.923,0.802,0.026,0.255,0.152,4,2,1.524
101,0,17,187,0.923,0.802,0.301,0.038,0.812,6,3,2.06
101,0,14,5,0.923,0.802,0.056,0.255,0.812,3,3,2.06
101,0,7,6,0.923,0.802,0.301,0.375,0.812,6,2,2.06
101,1,18,7,0.923,0.802,0.034,0.375,0.812,7,4,3.06
101,1,18,8,0.923,0.802,0.036,0.048,0.812,4,4,3.06
101,1,16,8,0.923,0.802,0.301,0.255,0.812,4,3,3.06
101,1,2,11,0.923,0.802,0.104,0.039,0.152,2,1,2.524
101,1,4,21,0.923,0.802,0.034,0.255,0.812,3,1,3.06
101,1,6,24,0.923,0.135,0.104,0.375,0.812,4,2,2.518
101,1,3,25,0.923,0.802,0.003,0.039,0.812,2,1,3.06
101,1,5,34,0.923,0.802,0.301,0.045,0.152,5,2,2.524
101,1,6,40,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,1,16,41,0.923,0.802,0.301,0.255,0.812,6,3,3.06
101,0,8,43,0.923,0.802,0.034,0.375,0.812,2,2,2.06
101,0,2,44,0.923,0.802,0.034,0.255,0.812,5,1,2.06
101,0,1,44,0.923,0.802,0.104,0.255,0.812,7,1,2.06
101,0,9,44,0.923,0.025,0.218,0.375,0.812,3,2,1.429
101,0,18,44,0.923,0.802,0.218,0.375,0.812,2,4,2.06
101,0,0,44,0.923,0.802,0.301,0.045,0.812,6,1,2.06
101,0,13,45,0.923,0.802,0.218,0.375,0.812,2,3,2.06
101,0,19,45,0.923,0.802,0.218,0.255,0.812,1,4,2.06
101,1,11,45,0.923,0.802,0.218,0.024,0.812,6,2,3.06
101,1,16,45,0.923,0.802,0.301,0.375,0.812,3,3,3.06
101,1,9,45,0.923,0.802,0.301,0.089,0.812,2,2,3.06
101,0,0,45,0.923,0.802,0.036,0.255,0.812,7,1,2.06
101,1,10,46,0.923,0.802,0.091,0.375,0.812,7,2,3.06
101,1,14,46,0.923,0.802,0.301,0.039,0.812,2,3,3.06
101,1,22,46,0.923,0.802,0.301,0.375,0.812,4,4,3.06
101,1,17,46,0.923,0.135,0.301,0.375,0.812,5,3,2.518
101,0,14,47,0.923,0.802,0.091,0.255,0.812,1,3,2.06
101,1,9,47,0.923,0.802,0.218,0.375,0.812,6,2,3.06
101,1,17,47,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,22,47,0.923,0.802,0.218,0.255,0.812,5,4,3.06
101,1,12,48,0.923,0.802,0.218,0.255,0.812,1,3,3.06
101,0,13,49,0.923,0.802,0.218,0.375,0.812,3,3,2.06
101,0,19,49,0.923,0.802,0.091,0.045,0.812,7,4,2.06
101,0,20,49,0.923,0.802,0.301,0.375,0.812,7,4,2.06
101,0,15,49,0.923,0.802,0.301,0.375,0.812,2,3,2.06
101,0,18,49,0.923,0.802,0.301,0.375,0.812,5,4,2.06
101,0,12,49,0.923,0.802,0.301,0.375,0.812,1,3,2.06
101,0,20,50,0.923,0.802,0.012,0.045,0.812,3,4,2.06
101,0,12,50,0.923,0.802,0.301,0.089,0.812,6,3,2.06
101,1,14,50,0.923,0.802,0.043,0.255,0.812,1,3,3.06
101,1,13,50,0.923,0.802,0.218,0.375,0.812,3,3,3.06
101,1,9,50,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,1,11,50,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,1,10,50,0.923,0.802,0.218,0.375,0.812,2,2,3.06
101,1,17,50,0.923,0.802,0.218,0.089,0.812,6,3,3.06
101,1,16,50,0.923,0.802,0.218,0.255,0.037,7,3,2.431
101,1,9,50,0.923,0.802,0.218,0.255,0.812,4,2,3.06
101,1,9,50,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,13,50,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,1,11,50,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,10,50,0.923,0.802,0.218,0.375,0.812,4,2,3.06
101,1,13,51,0.923,0.802,0.091,0.038,0.812,3,3,3.06
101,1,5,51,0.923,0.025,0.301,0.375,0.812,4,2,2.429
101,1,15,51,0.923,0.802,0.043,0.375,0.812,1,3,3.06
101,1,18,51,0.923,0.802,0.218,0.375,0.037,2,4,2.431
101,1,5,51,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,14,51,0.923,0.802,0.091,0.375,0.812,5,3,3.06
101,1,12,52,0.923,0.802,0.218,0.375,0.152,4,3,2.524
101,1,11,52,0.923,0.802,0.012,0.045,0.812,7,2,3.06
101,0,19,53,0.923,0.802,0.301,0.375,0.812,1,4,2.06
101,1,7,53,0.923,0.802,0.301,0.255,0.812,5,2,3.06
101,1,17,53,0.923,0.802,0.012,0.375,0.812,3,3,3.06
101,0,8,56,0.923,0.802,0.301,0.375,0.812,2,2,2.06
101,0,22,56,0.923,0.802,0.301,0.375,0.812,4,4,2.06
101,1,7,57,0.923,0.802,0.218,0.255,0.812,4,2,3.06
101,0,7,58,0.923,0.025,0.032,0.028,0.812,3,2,1.429
101,1,9,58,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,1,7,58,0.923,0.802,0.301,0.375,0.152,6,2,2.524
101,1,10,58,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,7,59,0.923,0.802,0.056,0.255,0.812,6,2,3.06
101,0,11,59,0.923,0.135,0.301,0.089,0.812,4,2,1.518
101,0,17,59,0.923,0.802,0.104,0.255,0.152,7,3,1.524
101,0,11,60,0.923,0.802,0.218,0.028,0.812,5,2,2.06
101,0,7,60,0.923,0.802,0.032,0.028,0.812,4,2,2.06
101,1,17,60,0.923,0.802,0.004,0.255,0.812,1,3,3.06
101,1,12,61,0.923,0.802,0.301,0.089,0.812,1,3,3.06
101,1,15,61,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,1,14,61,0.923,0.802,0.026,0.255,0.812,1,3,3.06
101,1,16,62,0.923,0.135,0.301,0.022,0.812,3,3,2.518
101,0,6,62,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,0,20,63,0.923,0.802,0.218,0.375,0.812,4,4,2.06
101,1,9,63,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,13,63,0.923,0.802,0.301,0.089,0.812,7,3,3.06
101,1,6,63,0.923,0.802,0.301,0.089,0.812,4,2,3.06
101,1,12,63,0.923,0.802,0.301,0.089,0.152,4,3,2.524
101,1,6,64,0.923,0.135,0.218,0.089,0.812,7,2,2.518
101,1,6,64,0.923,0.025,0.301,0.028,0.812,7,2,2.429
101,1,19,64,0.923,0.802,0.218,0.255,0.812,7,4,3.06
101,1,10,64,0.923,0.802,0.301,0.375,0.812,1,2,3.06
101,1,14,64,0.923,0.802,0.218,0.024,0.812,4,3,3.06
101,0,6,65,0.923,0.802,0.218,0.375,0.812,1,2,2.06
101,1,8,65,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,13,66,0.923,0.802,0.218,0.255,0.812,7,3,3.06
101,1,9,66,0.923,0.802,0.301,0.375,0.812,4,2,3.06
101,1,8,66,0.923,0.802,0.301,0.089,0.812,3,2,3.06
101,1,17,66,0.923,0.802,0.301,0.255,0.812,4,3,3.06
101,0,9,66,0.923,0.802,0.218,0.255,0.812,2,2,2.06
101,0,15,66,0.923,0.802,0.301,0.089,0.812,2,3,2.06
101,1,8,66,0.923,0.025,0.301,0.038,0.812,1,2,2.429
101,1,15,67,0.923,0.802,0.218,0.375,0.812,4,3,3.06
101,1,13,67,0.923,0.802,0.301,0.375,0.812,1,3,3.06
101,0,17,67,0.923,0.025,0.218,0.375,0.812,2,3,1.429
101,0,19,67,0.923,0.135,0.301,0.037,0.812,3,4,1.518
101,0,16,67,0.923,0.802,0.301,0.037,0.812,3,3,2.06
101,1,18,67,0.923,0.025,0.218,0.375,0.812,1,4,2.429
101,1,18,67,0.011,0.025,0.218,0.375,0.812,1,4,1.689
101,1,18,67,0.031,0.135,0.218,0.255,0.812,4,4,1.794
101,1,11,67,0.031,0.802,0.301,0.255,0.812,5,2,2.336
101,1,18,68,0.923,0.802,0.218,0.255,0.812,2,4,3.06
101,1,12,68,0.923,0.802,0.301,0.089,0.812,2,3,3.06
101,1,20,68,0.923,0.802,0.301,0.089,0.812,3,4,3.06
101,1,17,68,0.923,0.802,0.301,0.089,0.812,2,3,3.06
101,0,16,68,0.923,0.802,0.104,0.375,0.812,2,3,2.06
101,1,7,68,0.923,0.135,0.301,0.375,0.812,5,2,2.518
101,1,7,68,0.026,0.802,0.301,0.375,0.152,3,2,1.796
101,1,11,68,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,13,68,0.923,0.802,0.218,0.255,0.152,4,3,2.524
101,1,15,68,0.923,0.802,0.301,0.089,0.812,1,3,3.06
101,1,16,68,0.923,0.135,0.301,0.375,0.812,3,3,2.518
101,1,7,68,0.923,0.802,0.218,0.037,0.812,3,2,3.06
101,1,8,68,0.923,0.802,0.218,0.375,0.812,3,2,3.06
101,1,15,68,0.923,0.802,0.301,0.089,0.812,1,3,3.06
101,1,9,69,0.026,0.025,0.218,0.089,0.152,2,2,1.165
101,1,17,69,0.923,0.802,0.218,0.375,0.812,2,3,3.06
101,1,9,69,0.923,0.802,0.218,0.255,0.812,1,2,3.06
101,0,23,69,0.923,0.135,0.301,0.037,0.812,3,4,1.518
101,0,8,69,0.923,0.802,0.218,0.089,0.812,4,2,2.06
101,0,11,69,0.923,0.802,0.218,0.255,0.812,3,2,2.06
101,0,14,69,0.923,0.025,0.218,0.375,0.812,1,3,1.429
101,0,18,69,0.923,0.802,0.301,0.037,0.812,4,4,2.06
101,1,8,69,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,18,69,0.923,0.802,0.301,0.375,0.812,2,4,3.06
101,1,17,69,0.923,0.802,0.032,0.375,0.152,2,3,2.524
101,1,9,70,0.923,0.802,0.026,0.255,0.152,4,2,2.524
101,0,6,70,0.923,0.802,0.104,0.255,0.812,2,2,2.06
101,0,9,70,0.923,0.802,0.026,0.037,0.152,7,2,1.524
101,1,11,70,0.923,0.802,0.301,0.028,0.812,5,2,3.06
101,1,16,70,0.026,0.025,0.091,0.375,0.152,3,3,1.165
101,1,6,70,0.923,0.802,0.104,0.375,0.152,2,2,2.524
101,0,19,70,0.923,0.802,0.301,0.375,0.812,2,4,2.06
101,0,13,71,0.923,0.802,0.218,0.255,0.812,2,3,2.06
101,1,5,71,0.923,0.135,0.301,0.375,0.812,4,2,2.518
101,1,17,71,0.923,0.802,0.301,0.375,0.812,5,3,3.06
101,1,22,71,0.923,0.802,0.091,0.255,0.812,6,4,3.06
101,0,6,72,0.923,0.802,0.301,0.089,0.812,4,2,2.06
101,0,16,72,0.923,0.802,0.301,0.089,0.812,5,3,2.06
101,1,11,72,0.923,0.802,0.218,0.089,0.812,2,2,3.06
101,1,10,73,0.923,0.802,0.301,0.375,0.812,3,2,3.06
101,1,6,73,0.923,0.802,0.301,0.028,0.812,4,2,3.06
101,1,8,74,0.923,0.802,0.104,0.255,0.152,1,2,2.524
101,0,22,75,0.923,0.025,0.218,0.089,0.812,5,4,1.429
101,1,14,76,0.923,0.802,0.006,0.255,0.812,3,3,3.06
101,1,13,77,0.923,0.025,0.056,0.037,0.812,2,3,2.429
101,1,20,77,0.923,0.802,0.091,0.038,0.812,2,4,3.06
101,0,13,77,0.923,0.802,0.218,0.375,0.812,4,3,2.06
101,0,7,78,0.923,0.025,0.218,0.024,0.812,2,2,1.429
101,0,9,78,0.923,0.802,0.218,0.375,0.812,5,2,2.06
101,0,8,78,0.923,0.802,0.218,0.089,0.812,5,2,2.06
101,0,8,78,0.923,0.802,0.091,0.375,0.812,4,2,2.06
101,0,11,78,0.923,0.802,0.091,0.375,0.812,1,2,2.06
101,0,7,78,0.923,0.802,0.301,0.375,0.812,4,2,2.06
101,0,13,78,0.923,0.802,0.301,0.089,0.812,1,3,2.06
101,1,13,78,0.026,0.802,0.091,0.038,0.812,1,3,2.332
101,1,14,78,0.923,0.802,0.218,0.255,0.152,6,3,2.524
101,1,21,78,0.923,0.802,0.301,0.255,0.152,5,4,2.524
101,0,4,79,0.923,0.135,0.301,0.089,0.812,3,1,1.518
101,0,9,79,0.923,0.802,0.218,0.255,0.812,1,2,2.06
101,1,13,80,0.031,0.135,0.056,0.255,0.812,3,3,1.794
101,1,21,80,0.923,0.025,0.034,0.255,0.812,6,4,2.429
101,1,15,80,0.923,0.025,0.218,0.375,0.812,4,3,2.429
101,1,12,80,0.923,0.802,0.034,0.039,0.812,3,3,3.06
101,1,9,80,0.923,0.802,0.218,0.375,0.812,5,2,3.06
101,0,5,80,0.923,0.802,0.301,0.037,0.812,1,2,2.06
101,0,12,80,0.923,0.025,0.218,0.028,0.812,1,3,1.429
101,0,10,80,0.923,0.802,0.218,0.375,0.812,3,2,2.06
101,1,16,81,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,15,81,0.923,0.802,0.218,0.089,0.812,4,3,3.06
101,1,7,82,0.923,0.802,0.218,0.089,0.152,5,2,2.524
101,1,18,83,0.031,0.802,0.218,0.255,0.812,1,4,2.336
101,1,16,83,0.923,0.802,0.218,0.375,0.812,5,3,3.06
101,1,18,83,0.923,0.802,0.218,0.375,0.812,7,4,3.06
101,1,13,83,0.923,0.802,0.004,0.255,0.812,6,3,3.06
101,0,6,84,0.923,0.802,0.218,0.255,0.812,3,2,2.06
101,0,7,84,0.923,0.802,0.091,0.255,0.812,2,2,2.06
101,1,18,84,0.923,0.135,0.091,0.375,0.812,4,4,2.518
101,1,6,84,0.923,0.802,0.301,0.039,0.812,4,2,3.06
101,0,16,85,0.923,0.025,0.091,0.038,0.812,4,3,1.429
101,1,5,85,0.923,0.802,0.218,0.039,0.812,5,2,3.06
101,1,14,85,0.923,0.025,0.301,0.089,0.812,5,3,2.429
101,0,11,86,0.923,0.025,0.056,0.255,0.812,7,2,1.429
101,1,8,88,0.923,0.802,0.218,0.375,0.812,1,2,3.06
101,1,18,88,0.923,0.802,0.032,0.255,0.812,5,4,3.06
101,1,11,89,0.923,0.802,0.006,0.039,0.812,3,2,3.06
101,1,22,89,0.026,0.802,0.301,0.375,0.812,6,4,2.332
101,1,4,92,0.923,0.802,0.003,0.039,0.812,7,1,3.06
101,0,8,93,0.923,0.802,0.056,0.255,0.812,6,2,2.06
101,0,9,96,0.923,0.802,0.104,0.028,0.812,6,2,2.06
101,1,11,98,0.923,0.802,0.301,0.039,0.812,5,2,3.06
